"plotO","plotT","Nr","Name","Datum","Transplant","Origin","Treatment","PlotID","Biomass.g.m².","pAsh","pFat","pProt","Ash","Fat","Protein","Fibre","year","C","N","P","CN","NP","dT"
"Esterberg","Fendt",208,"gr_208","21.09.2017","FE","EB","Intensive","EB-51",268.1442481,10.48703067,3.378596894,16.84362825,NA,NA,NA,NA,"2017",41.8,3.06,3.58,13.66013072,8.547486034,"+4"
"Esterberg","Fendt",494,"gr_494","22.10.2018","FE","EB","Extensive","EB-109",142.3906224,7.322225489,3.930757758,17.91958366,NA,NA,NA,NA,"2018",43.4,3.11,3.06,13.95498392,10.16339869,"+4"
"Esterberg","Fendt",89,"gr_89","08.06.2017","FE","EB","Extensive","EB-21",873.0745029,6.964176301,2.391155272,11.18609368,NA,NA,NA,NA,"2017",41.5,1.52,2.21,27.30263158,6.877828054,"+4"
"Esterberg","Fendt",414,"gr_414","09.08.2018","FE","EB","Intensive","EB-136",234.7712249,7.424509728,3.638813952,10.26056319,NA,NA,NA,NA,"2018",44.3,1.79,2.56,24.74860335,6.9921875,"+4"
"Esterberg","Fendt",294,"gr_294","13.05.2018","FE","EB","Intensive","EB-136",189.2599848,9.192366465,2.244967627,12.97168696,NA,NA,NA,NA,"2018",43.4,2.24,2.19,19.375,10.2283105,"+4"
"Esterberg","Fendt",92,"gr_92","08.06.2017","FE","EB","Extensive","EB-121",625.2172049,8.180126467,1.744134691,9.815948564,7.87,2,10.1,25.8,"2017",43.7,1.61,2.34,27.14285714,6.88034188,"+4"
"Esterberg","Fendt",93,"gr_93","08.06.2017","FE","EB","Extensive","EB-215",716.6640984,7.338745351,1.957894085,10.32131724,NA,NA,NA,NA,"2017",43.4,1.71,1.91,25.38011696,8.952879581,"+4"
"Esterberg","Fendt",94,"gr_94","08.06.2017","FE","EB","Extensive","EB-230",471.6362216,6.288318516,1.959694372,9.73303743,NA,NA,NA,NA,"2017",45.5,1.65,1.71,27.57575758,9.649122807,"+4"
"Esterberg","Fendt",418,"gr_418","09.08.2018","FE","EB","Intensive","EB-39",307.0629369,7.937424787,3.015435024,9.491568574,NA,NA,NA,NA,"2018",43.8,2.06,2.6,21.26213592,7.923076923,"+4"
"Esterberg","Fendt",419,"gr_419","09.08.2018","FE","EB","Intensive","EB-51",315.5512005,7.533837142,3.621082964,13.02500316,7.48,4,14,21.3,"2018",44.1,2.43,2.58,18.14814815,9.418604651,"+4"
"Esterberg","Fendt",231,"gr_231","08.11.2017","FE","EB","Extensive","EB-215",278.0472224,11.36440446,2.725426777,14.84742456,NA,NA,NA,NA,"2017",41,2.24,2.28,18.30357143,9.824561404,"+4"
"Esterberg","Fendt",232,"gr_232","08.11.2017","FE","EB","Extensive","EB-230",272.3883799,10.07578653,2.663667888,13.58666135,9.5,2.8,15.1,19.1,"2017",42.7,2.54,2.68,16.81102362,9.47761194,"+4"
"Esterberg","Fendt",59,"gr_59","22.05.2017","FE","EB","Intensive","EB-136",694.4531419,8.249700975,3.010619743,12.76390774,8.9,2.8,12,19.6,"2017",42.9,2.03,2.57,21.13300493,7.898832685,"+4"
"Esterberg","Fendt",60,"gr_60","22.05.2017","FE","EB","Intensive","EB-148",627.3958592,8.199898049,2.905019337,12.69450796,8.92,2.6,12.3,21.6,"2017",42.6,1.98,2.78,21.51515152,7.122302158,"+4"
"Esterberg","Fendt",61,"gr_61","22.05.2017","FE","EB","Intensive","EB-242",658.8024347,7.15603387,2.801384156,12.70452183,NA,NA,NA,NA,"2017",43.2,2.2,2.29,19.63636364,9.6069869,"+4"
"Esterberg","Fendt",62,"gr_62","22.05.2017","FE","EB","Intensive","EB-257",482.9539064,7.413750568,3.091801762,14.98682949,NA,NA,NA,NA,"2017",44,2.18,2.58,20.18348624,8.449612403,"+4"
"Esterberg","Fendt",63,"gr_63","22.05.2017","FE","EB","Intensive","EB-39",566.8462453,7.278815125,2.995961833,11.98660674,NA,NA,NA,NA,"2017",42.3,2.31,2.53,18.31168831,9.130434783,"+4"
"Esterberg","Fendt",64,"gr_64","22.05.2017","FE","EB","Intensive","EB-51",405.1448231,7.46887071,2.970141976,13.40199564,8.11,3,13.2,20.6,"2017",42.4,2.44,2.12,17.37704918,11.50943396,"+4"
"Esterberg","Fendt",91,"gr_91","08.06.2017","FE","EB","Extensive","EB-109",718.9276354,8.854371928,1.368340366,10.79918557,NA,NA,NA,NA,"2017",43.4,1.86,2.64,23.33333333,7.045454545,"+4"
"Esterberg","Fendt",227,"gr_227","08.11.2017","FE","EB","Extensive","EB-21",239.1426807,11.77150526,2.729316287,14.05872324,NA,NA,NA,NA,"2017",40.8,2.3,2.55,17.73913043,9.019607843,"+4"
"Esterberg","Fendt",228,"gr_228","08.11.2017","FE","EB","Extensive","EB-09",226.9761695,8.958244441,3.053560483,12.95670359,NA,NA,NA,NA,"2017",43.2,1.97,2.56,21.92893401,7.6953125,"+4"
"Esterberg","Fendt",229,"gr_229","08.11.2017","FE","EB","Extensive","EB-109",271.8224957,11.88177933,2.476834295,12.90531111,NA,NA,NA,NA,"2017",41.6,2.25,2.75,18.48888889,8.181818182,"+4"
"Esterberg","Fendt",230,"gr_230","08.11.2017","FE","EB","Extensive","EB-121",204.0578577,9.559062375,2.643382735,13.17713888,NA,NA,NA,NA,"2017",41.6,2.21,2.72,18.82352941,8.125,"+4"
"Esterberg","Fendt",204,"gr_204","21.09.2017","FE","EB","Intensive","EB-148",287.3843124,12.20710299,3.250827328,16.07588481,12.42,3.3,16,18.4,"2017",39.8,2.59,3.63,15.36679537,7.134986226,"+4"
"Esterberg","Fendt",124,"gr_124","05.07.2017","FE","EB","Intensive","EB-51",303.2856596,11.49429565,3.029203139,14.82250327,NA,NA,NA,NA,"2017",42.1,2.28,2.69,18.46491228,8.475836431,"+4"
"Esterberg","Fendt",233,"gr_233","08.11.2017","FE","EB","Intensive","EB-136",109.5551893,10.71491522,2.593995486,15.73568345,NA,NA,NA,NA,"2017",41,2.98,3.43,13.75838926,8.688046647,"+4"
"Esterberg","Fendt",234,"gr_234","08.11.2017","FE","EB","Intensive","EB-148",95.26661216,12.70407174,2.434600897,16.93937176,NA,NA,NA,NA,"2017",39.1,3.01,3.63,12.99003322,8.292011019,"+4"
"Esterberg","Fendt",356,"gr_356","25.06.2018","FE","EB","Intensive","EB-242",290.8362062,8.221975816,2.194777298,11.58470622,NA,NA,NA,NA,"2018",43.6,1.9,2.7,22.94736842,7.037037037,"+4"
"Esterberg","Fendt",357,"gr_357","25.06.2018","FE","EB","Intensive","EB-257",272.0205552,7.970640712,1.628752283,10.3618011,NA,NA,NA,NA,"2018",43.8,1.44,1.91,30.41666667,7.539267016,"+4"
"Esterberg","Fendt",358,"gr_358","25.06.2018","FE","EB","Intensive","EB-39",244.9995826,8.525885863,3.056803605,13.50948446,NA,NA,NA,NA,"2018",43.6,2.01,2.85,21.69154229,7.052631579,"+4"
"Esterberg","Fendt",359,"gr_359","25.06.2018","FE","EB","Intensive","EB-51",138.0474609,8.512910982,3.13225338,14.97603036,NA,NA,NA,NA,"2018",43.1,2.37,3.29,18.18565401,7.203647416,"+4"
"Esterberg","Fendt",496,"gr_496","22.10.2018","FE","EB","Extensive","EB-215",287.2569884,6.906657211,3.383311413,13.57263894,NA,NA,NA,NA,"2018",43.9,2.1,2.26,20.9047619,9.292035398,"+4"
"Esterberg","Fendt",444,"gr_444","17.09.2018","FE","EB","Intensive","EB-136",55.42836151,2.688017459,3.690378944,23.8002357,NA,NA,NA,NA,"2018",44.7,3.66,4.37,12.21311475,8.375286041,"+4"
"Esterberg","Fendt",445,"gr_445","17.09.2018","FE","EB","Intensive","EB-148",29.25621532,4.700325753,3.832166534,26.43908776,NA,NA,NA,NA,"2018",43.8,3.99,3.98,10.97744361,10.02512563,"+4"
"Esterberg","Fendt",324,"gr_324","12.06.2018","FE","EB","Extensive","EB-21",416.8869212,7.56667691,3.339470538,12.84604147,NA,NA,NA,NA,"2018",43.7,1.65,2.23,26.48484848,7.399103139,"+4"
"Esterberg","Fendt",203,"gr_203","21.09.2017","FE","EB","Intensive","EB-136",291.9113863,10.87831967,3.409879124,16.7428374,10.3,3.5,16.8,18.1,"2017",43.6,3.12,3.81,13.97435897,8.188976378,"+4"
"Esterberg","Fendt",122,"gr_122","05.07.2017","FE","EB","Intensive","EB-257",238.916327,8.482803927,2.744820223,13.46659028,NA,NA,NA,NA,"2017",43.7,2.13,2.55,20.51643192,8.352941176,"+4"
"Esterberg","Fendt",123,"gr_123","05.07.2017","FE","EB","Intensive","EB-39",305.5491965,9.651504097,2.940375751,12.97872468,NA,NA,NA,NA,"2017",42.7,2.18,2.7,19.58715596,8.074074074,"+4"
"Esterberg","Fendt",327,"gr_327","12.06.2018","FE","EB","Extensive","EB-121",404.4374678,7.011640753,1.714564081,8.698002739,NA,NA,NA,NA,"2018",43.8,1.63,2.3,26.87116564,7.086956522,"+4"
"Esterberg","Fendt",492,"gr_492","22.10.2018","FE","EB","Extensive","EB-21",213.974979,6.919429222,3.285702093,12.82982433,NA,NA,NA,NA,"2018",42.9,2.04,2.98,21.02941176,6.845637584,"+4"
"Esterberg","Fendt",493,"gr_493","22.10.2018","FE","EB","Extensive","EB-09",364.6416585,6.693956999,3.446931563,14.52708922,7.23,3.5,14.5,22.3,"2018",43.5,2.27,3.06,19.16299559,7.418300654,"+4"
"Esterberg","Fendt",329,"gr_329","12.06.2018","FE","EB","Extensive","EB-230",564.8656505,5.793980765,2.621211269,10.27532515,NA,NA,NA,NA,"2018",43.5,1.59,1.96,27.35849057,8.112244898,"+4"
"Esterberg","Fendt",495,"gr_495","22.10.2018","FE","EB","Extensive","EB-121",246.0889098,6.447877473,3.327435546,13.13812728,NA,NA,NA,NA,"2018",43.6,2.17,3.07,20.0921659,7.068403909,"+4"
"Esterberg","Fendt",90,"gr_90","08.06.2017","FE","EB","Extensive","EB-09",527.319231,7.648707505,2.569932075,11.74618544,NA,NA,NA,NA,"2017",42.3,1.64,2.48,25.79268293,6.612903226,"+4"
"Esterberg","Fendt",121,"gr_121","05.07.2017","FE","EB","Intensive","EB-242",409.9548392,8.004700992,2.657860626,12.46444292,8.43,2.6,12.5,26.3,"2017",43.3,2.28,3.83,18.99122807,5.953002611,"+4"
"Esterberg","Fendt",415,"gr_415","09.08.2018","FE","EB","Intensive","EB-148",271.1292875,7.75003955,4.065923522,12.86941956,NA,NA,NA,NA,"2018",44.2,2.08,3.3,21.25,6.303030303,"+4"
"Esterberg","Fendt",416,"gr_416","09.08.2018","FE","EB","Intensive","EB-242",271.4122296,8.19109653,3.696022006,11.95404283,NA,NA,NA,NA,"2018",44.1,2.02,2.95,21.83168317,6.847457627,"+4"
"Esterberg","Fendt",417,"gr_417","09.08.2018","FE","EB","Intensive","EB-257",141.6832671,8.604985444,3.653626627,15.34495704,NA,NA,NA,NA,"2018",44.6,2.71,2.42,16.45756458,11.19834711,"+4"
"Esterberg","Fendt",354,"gr_354","25.06.2018","FE","EB","Intensive","EB-136",200.1532564,8.382938324,2.575875262,12.28882343,NA,NA,NA,NA,"2018",43.3,2,2.49,21.65,8.032128514,"+4"
"Esterberg","Fendt",355,"gr_355","25.06.2018","FE","EB","Intensive","EB-148",292.1094458,7.495614936,2.539087465,10.52540812,NA,NA,NA,NA,"2018",42.8,1.67,3.3,25.62874251,5.060606061,"+4"
"Esterberg","Fendt",446,"gr_446","17.09.2018","FE","EB","Intensive","EB-242",1.414710605,3.454328193,4.095369141,26.44044088,NA,NA,NA,NA,"2018",44.3,4.23,3.48,10.47281324,12.15517241,"+4"
"Esterberg","Fendt",326,"gr_326","12.06.2018","FE","EB","Extensive","EB-109",357.3276047,7.27646373,2.472341854,9.525948507,NA,NA,NA,NA,"2018",43.8,1.77,3.05,24.74576271,5.803278689,"+4"
"Esterberg","Fendt",509,"gr_509","22.10.2018","FE","EB","Intensive","EB-51",109.4278653,4.05333095,4.206453383,22.63140819,NA,NA,NA,NA,"2018",44.5,3.44,3.51,12.93604651,9.800569801,"+4"
"Esterberg","Fendt",448,"gr_448","17.09.2018","FE","EB","Intensive","EB-39",59.81396439,4.939238816,3.762049629,22.79967162,NA,NA,NA,NA,"2018",44.6,3.5,4.75,12.74285714,7.368421053,"+4"
"Esterberg","Fendt",449,"gr_449","17.09.2018","FE","EB","Intensive","EB-51",122.2027021,3.822962427,3.889841664,27.10444575,NA,NA,NA,NA,"2018",44.6,4.06,3.92,10.98522167,10.35714286,"+4"
"Esterberg","Fendt",119,"gr_119","05.07.2017","FE","EB","Intensive","EB-136",298.7585856,9.321046858,2.47307351,11.44420411,NA,NA,NA,NA,"2017",43.2,2.25,2.97,19.2,7.575757576,"+4"
"Esterberg","Fendt",120,"gr_120","05.07.2017","FE","EB","Intensive","EB-148",336.6728298,10.42671487,2.504060524,11.53780259,NA,NA,NA,NA,"2017",42.7,1.99,3.52,21.45728643,5.653409091,"+4"
"Esterberg","Fendt",497,"gr_497","22.10.2018","FE","EB","Extensive","EB-230",275.0904772,7.375665443,3.406747295,14.62045611,7.16,3.4,14.3,19.4,"2018",43.2,2.28,3.15,18.94736842,7.238095238,"+4"
"Esterberg","Fendt",325,"gr_325","12.06.2018","FE","EB","Extensive","EB-09",768.0180934,6.233256876,2.848248789,9.960836626,NA,NA,NA,NA,"2018",43.9,1.42,1.77,30.91549296,8.02259887,"+4"
"Esterberg","Fendt",328,"gr_328","12.06.2018","FE","EB","Extensive","EB-215",795.3220081,4.819210324,2.367758315,8.066722513,NA,NA,NA,NA,"2018",44,1.54,1.63,28.57142857,9.447852761,"+4"
"Esterberg","Fendt",447,"gr_447","17.09.2018","FE","EB","Intensive","EB-257",8.742911541,4.707971939,3.889824699,28.69701999,NA,NA,NA,NA,"2018",44.8,4.4,3.77,10.18181818,11.67108753,"+4"
"Esterberg","Graswang",480,"gr_480","22.10.2018","GW","EB","Intensive","EB-138",89.0560326,7.787395515,4.211242792,17.7940439,NA,NA,NA,NA,"2018",45.9,2.98,3.48,15.40268456,8.563218391,"+2"
"Esterberg","Graswang",481,"gr_481","22.10.2018","GW","EB","Intensive","EB-147",97.26135411,7.6450913,4.129335581,18.50315864,NA,NA,NA,NA,"2018",46,3.05,3.78,15.08196721,8.068783069,"+2"
"Esterberg","Graswang",71,"gr_71","22.05.2017","GW","EB","Intensive","EB-138",611.353041,8.322294475,3.028299053,15.46011206,NA,NA,NA,NA,"2017",42.3,2.31,2.79,18.31168831,8.279569892,"+2"
"Esterberg","Graswang",312,"gr_312","12.06.2018","GW","EB","Extensive","EB-08",867.3307779,4.992383962,2.080139246,7.105604804,NA,NA,NA,NA,"2018",43,1.23,1.55,34.95934959,7.935483871,"+2"
"Esterberg","Graswang",72,"gr_72","22.05.2017","GW","EB","Intensive","EB-147",471.8625753,8.01048964,2.66854029,14.64228442,7.66,2.8,14.9,18.3,"2017",42.7,2.37,2.57,18.01687764,9.221789883,"+2"
"Esterberg","Graswang",73,"gr_73","22.05.2017","GW","EB","Intensive","EB-235",564.4412373,6.574925754,2.948189707,15.84203717,NA,NA,NA,NA,"2017",42.4,2.5,2.48,16.96,10.08064516,"+2"
"Esterberg","Graswang",74,"gr_74","22.05.2017","GW","EB","Intensive","EB-253",569.9586086,9.021316198,3.373706052,17.20181401,8.44,3.6,17.8,17.4,"2017",42.4,2.56,2.54,16.5625,10.07874016,"+2"
"Esterberg","Graswang",105,"gr_105","08.06.2017","GW","EB","Extensive","EB-226",992.7590201,8.346238527,2.416566315,13.09881658,NA,NA,NA,NA,"2017",42.1,2.31,2.5,18.22510823,9.24,"+2"
"Esterberg","Graswang",76,"gr_76","22.05.2017","GW","EB","Intensive","EB-56",807.3470482,7.977110125,3.416599408,14.62051027,7.53,3.2,14.5,12.8,"2017",43.2,2.83,2.49,15.26501767,11.36546185,"+2"
"Esterberg","Graswang",104,"gr_104","08.06.2017","GW","EB","Extensive","EB-214",827.2378793,7.231168494,2.715760116,12.45986458,7.61,2.6,12.9,27.7,"2017",41.7,1.96,2.02,21.2755102,9.702970297,"+2"
"Esterberg","Graswang",216,"gr_216","21.09.2017","GW","EB","Intensive","EB-147",295.5896339,10.68977225,3.709274962,17.38342745,NA,NA,NA,NA,"2017",42.5,2.79,3.69,15.23297491,7.56097561,"+2"
"Esterberg","Graswang",313,"gr_313","12.06.2018","GW","EB","Extensive","EB-111",713.6932061,5.713199298,2.419260498,8.843744059,5.9,2.3,8.94,13.2,"2018",43.3,1.49,1.78,29.06040268,8.370786517,"+2"
"Esterberg","Graswang",75,"gr_75","22.05.2017","GW","EB","Intensive","EB-38",806.7245755,8.011507782,3.20272262,15.33242076,NA,NA,NA,NA,"2017",42.6,2.42,2.52,17.60330579,9.603174603,"+2"
"Esterberg","Graswang",102,"gr_102","08.06.2017","GW","EB","Extensive","EB-111",630.4233399,8.33516711,2.102736799,11.83225976,NA,NA,NA,NA,"2017",42.2,1.66,1.93,25.42168675,8.601036269,"+2"
"Esterberg","Graswang",103,"gr_103","08.06.2017","GW","EB","Extensive","EB-123",610.7871567,8.162652934,2.575836223,12.54482266,NA,NA,NA,NA,"2017",42.3,1.84,2.44,22.98913043,7.540983607,"+2"
"Esterberg","Graswang",346,"gr_346","25.06.2018","GW","EB","Intensive","EB-38",224.4862788,8.647843667,3.639792386,13.97156689,NA,NA,NA,NA,"2018",42.2,1.95,2.74,21.64102564,7.116788321,"+2"
"Esterberg","Graswang",470,"gr_470","22.10.2018","GW","EB","Extensive","EB-123",175.0704374,8.170358575,4.421585827,14.75760952,NA,NA,NA,NA,"2018",42.2,2.34,2.61,18.03418803,8.965517241,"+2"
"Esterberg","Graswang",106,"gr_106","08.06.2017","GW","EB","Extensive","EB-26",839.6590384,10.78722723,2.879831686,13.11280543,NA,NA,NA,NA,"2017",42.1,1.61,1.8,26.14906832,8.944444444,"+2"
"Esterberg","Graswang",472,"gr_472","22.10.2018","GW","EB","Extensive","EB-226",277.3540142,7.464290833,3.934508265,12.94309611,NA,NA,NA,NA,"2018",43.3,2.34,2.1,18.5042735,11.14285714,"+2"
"Esterberg","Graswang",432,"gr_432","17.09.2018","GW","EB","Intensive","EB-138",68.0192859,4.995169164,3.193017584,21.4871751,NA,NA,NA,NA,"2018",43.1,2.87,3.81,15.0174216,7.532808399,"+2"
"Esterberg","Graswang",473,"gr_473","22.10.2018","GW","EB","Extensive","EB-26",177.3339744,7.341152918,4.479692991,15.26482385,NA,NA,NA,NA,"2018",43.5,2.41,2.62,18.04979253,9.198473282,"+2"
"Esterberg","Graswang",217,"gr_217","21.09.2017","GW","EB","Intensive","EB-235",337.3235967,9.863358378,3.504369818,16.22412653,NA,NA,NA,NA,"2017",42.4,2.83,2.96,14.98233216,9.560810811,"+2"
"Esterberg","Graswang",218,"gr_218","21.09.2017","GW","EB","Intensive","EB-253",328.8353331,8.439458135,3.770656866,16.64246576,8.57,3.6,17.3,14.8,"2017",42.3,3.09,2.81,13.68932039,10.99644128,"+2"
"Esterberg","Graswang",219,"gr_219","21.09.2017","GW","EB","Intensive","EB-38",508.9279931,8.496655513,3.653799804,15.98075513,NA,NA,NA,NA,"2017",40.6,2.46,3.22,16.50406504,7.639751553,"+2"
"Esterberg","Graswang",101,"gr_101","08.06.2017","GW","EB","Extensive","EB-08",736.1305163,8.762129008,2.210898951,12.15409105,8.06,2,11.2,26.7,"2017",41.9,1.75,2.23,23.94285714,7.847533632,"+2"
"Esterberg","Graswang",317,"gr_317","12.06.2018","GW","EB","Extensive","EB-26",576.7492196,8.85786146,2.268489291,8.34644928,NA,NA,NA,NA,"2018",43.6,1.46,1.61,29.8630137,9.068322981,"+2"
"Esterberg","Graswang",344,"gr_344","25.06.2018","GW","EB","Intensive","EB-235",260.8443414,9.074845075,3.642282144,13.39009476,NA,NA,NA,NA,"2018",42.2,2.17,2.56,19.44700461,8.4765625,"+2"
"Esterberg","Graswang",345,"gr_345","25.06.2018","GW","EB","Intensive","EB-253",277.3964555,8.55968255,4.081847988,14.14896018,NA,NA,NA,NA,"2018",42.3,2.01,2.49,21.04477612,8.072289157,"+2"
"Esterberg","Graswang",347,"gr_347","25.06.2018","GW","EB","Intensive","EB-56",232.5501293,9.412755322,4.084061984,15.25980924,NA,NA,NA,NA,"2018",42,1.98,3.28,21.21212121,6.036585366,"+2"
"Esterberg","Graswang",215,"gr_215","21.09.2017","GW","EB","Intensive","EB-138",367.0325194,11.05094632,3.458929022,17.1854604,NA,NA,NA,NA,"2017",42,2.61,3.66,16.09195402,7.131147541,"+2"
"Esterberg","Graswang",134,"gr_134","05.07.2017","GW","EB","Intensive","EB-253",454.8011654,8.92885607,3.406392501,13.92994317,NA,NA,NA,NA,"2017",42,2.56,2.47,16.40625,10.36437247,"+2"
"Esterberg","Graswang",393,"gr_393","09.08.2018","GW","EB","Intensive","EB-253",306.0726394,7.435172444,4.222270536,15.78493512,7.4,4.2,15,19.9,"2018",43.4,2.33,2.53,18.62660944,9.209486166,"+2"
"Esterberg","Graswang",314,"gr_314","12.06.2018","GW","EB","Extensive","EB-123",563.3094688,6.130746125,2.42386756,8.989257451,NA,NA,NA,NA,"2018",42.9,1.46,2.14,29.38356164,6.822429907,"+2"
"Esterberg","Graswang",220,"gr_220","21.09.2017","GW","EB","Intensive","EB-56",339.1627205,8.918709191,4.242322555,17.57131827,NA,NA,NA,NA,"2017",42.3,2.8,3.66,15.10714286,7.650273224,"+2"
"Esterberg","Graswang",316,"gr_316","12.06.2018","GW","EB","Extensive","EB-226",921.372723,6.835184173,2.408256893,9.642240585,6.95,2.5,9.25,27.1,"2018",42.7,1.61,1.68,26.52173913,9.583333333,"+2"
"Esterberg","Graswang",343,"gr_343","25.06.2018","GW","EB","Intensive","EB-147",238.4919138,8.359441519,3.698409129,11.89352546,NA,NA,NA,NA,"2018",41.8,1.79,3.12,23.35195531,5.737179487,"+2"
"Esterberg","Graswang",437,"gr_437","17.09.2018","GW","EB","Intensive","EB-56",84.28845786,4.987476331,3.898605816,21.91699421,NA,NA,NA,NA,"2018",43.2,3.13,3.96,13.80191693,7.904040404,"+2"
"Esterberg","Graswang",262,"gr_262","08.11.2017","GW","EB","Intensive","EB-56",110.4040156,11.57805962,2.461043561,15.13148848,NA,NA,NA,NA,"2017",40.9,2.82,3.19,14.5035461,8.840125392,"+2"
"Esterberg","Graswang",169,"gr_169","08.08.2017","GW","EB","Extensive","EB-123",399.6274518,9.527881277,2.598983341,12.76817378,NA,NA,NA,NA,"2017",42.7,2.16,2.56,19.76851852,8.4375,"+2"
"Esterberg","Graswang",482,"gr_482","22.10.2018","GW","EB","Intensive","EB-235",43.64382217,7.634295285,4.409654749,18.38838876,NA,NA,NA,NA,"2018",45.4,3.1,3.21,14.64516129,9.657320872,"+2"
"Esterberg","Graswang",483,"gr_483","22.10.2018","GW","EB","Intensive","EB-253",156.1133153,6.511779866,4.439471273,16.97101224,NA,NA,NA,NA,"2018",47.1,2.89,3.26,16.29757785,8.865030675,"+2"
"Esterberg","Graswang",471,"gr_471","22.10.2018","GW","EB","Extensive","EB-214",156.2547864,7.699106479,4.316777188,14.77663418,NA,NA,NA,NA,"2018",42.9,2.62,2.33,16.3740458,11.24463519,"+2"
"Esterberg","Graswang",135,"gr_135","05.07.2017","GW","EB","Intensive","EB-38",510.6822343,8.758763059,3.482549804,14.07313918,NA,NA,NA,NA,"2017",41.1,2.03,2.57,20.24630542,7.898832685,"+2"
"Esterberg","Graswang",136,"gr_136","05.07.2017","GW","EB","Intensive","EB-56",522.7072744,9.382443553,4.08047973,15.80276841,NA,NA,NA,NA,"2017",40.5,2.04,2.55,19.85294118,8,"+2"
"Esterberg","Graswang",258,"gr_258","08.11.2017","GW","EB","Intensive","EB-147",57.35236794,9.8241863,3.115684209,17.42448077,NA,NA,NA,NA,"2017",42.5,3.05,3.09,13.93442623,9.870550162,"+2"
"Esterberg","Graswang",315,"gr_315","12.06.2018","GW","EB","Extensive","EB-214",732.5088572,7.431885505,2.855336433,11.10474342,NA,NA,NA,NA,"2018",43.1,1.53,1.57,28.16993464,9.74522293,"+2"
"Esterberg","Graswang",260,"gr_260","08.11.2017","GW","EB","Intensive","EB-253",75.60213475,10.41268446,3.397116226,17.7063428,NA,NA,NA,NA,"2017",42.9,3.59,2.82,11.94986072,12.73049645,"+2"
"Esterberg","Graswang",436,"gr_436","17.09.2018","GW","EB","Intensive","EB-38",61.9360303,4.863851245,2.982646504,21.09264773,NA,NA,NA,NA,"2018",43.8,3.24,3.87,13.51851852,8.372093023,"+2"
"Esterberg","Graswang",261,"gr_261","08.11.2017","GW","EB","Intensive","EB-38",74.3288952,10.29485704,3.28606353,17.91016263,NA,NA,NA,NA,"2017",43.7,3.14,2.79,13.91719745,11.25448029,"+2"
"Esterberg","Graswang",168,"gr_168","08.08.2017","GW","EB","Extensive","EB-111",464.7041396,9.738540786,2.573467953,13.05274021,NA,NA,NA,NA,"2017",41.6,1.91,2.35,21.78010471,8.127659574,"+2"
"Esterberg","Graswang",383,"gr_383","09.08.2018","GW","EB","Extensive","EB-26",331.5374303,8.428990165,4.011831817,14.03308284,NA,NA,NA,NA,"2018",42.3,1.94,2.46,21.80412371,7.886178862,"+2"
"Esterberg","Graswang",468,"gr_468","22.10.2018","GW","EB","Extensive","EB-08",196.1496254,7.633989675,4.343771262,14.62192263,NA,NA,NA,NA,"2018",44,2.53,2.68,17.39130435,9.440298507,"+2"
"Esterberg","Graswang",469,"gr_469","22.10.2018","GW","EB","Extensive","EB-111",240.1471252,7.370875727,4.293195316,13.90431139,NA,NA,NA,NA,"2018",43.3,2.4,2.48,18.04166667,9.677419355,"+2"
"Esterberg","Graswang",131,"gr_131","05.07.2017","GW","EB","Intensive","EB-138",454.2352811,7.159182373,3.094086604,11.53426059,NA,NA,NA,NA,"2017",42.4,2,2.65,21.2,7.547169811,"+2"
