EB_EB_EXdt;SM1;SM2;SM3;SM4;SM5
23.01.2018;0,496960766;0,412374443;0,5522094;0,634354018;0,466469222
24.01.2018;0,500230226;0,413334569;0,537030219;0,629112797;0,462295038
25.01.2018;0,503444191;0,415406128;0,533802726;0,628304081;0,460338694
26.01.2018;0,505725182;0,416037831;0,531130264;0,62825384;0,459054489
27.01.2018;0,509115872;0,416199514;0,527303191;0,627349057;0,458136991
28.01.2018;0,510719736;0,415870898;0,527055981;0,627431725;0,45992258
29.01.2018;0,510746555;0,41585003;0,528718044;0,628360109;0,461141792
30.01.2018;0,5104207;0,415359135;0,527539024;0,627265516;0,460270954
31.01.2018;0,509438365;0,413711788;0,527325619;0,626972614;0,459175752
01.02.2018;0,508740728;0,413098781;0,527691442;0,626774724;0,458574123
02.02.2018;0,507442009;0,413077806;0,527817706;0,626043562;0,458336166
03.02.2018;0,506131828;0,412951941;0,527148036;0,625166935;0,457962086
04.02.2018;0,504584468;0,412673847;0,526089027;0,623551434;0,457699583
05.02.2018;0,502370512;0,411831628;0,525123433;0,621922367;0,456849893
06.02.2018;0,500710566;0,410811417;0,524327238;0,620811047;0,455245606
07.02.2018;0,498905502;0,410334527;0,523622101;0,619284329;0,454766882
08.02.2018;0,496872596;0,409669865;0,523521329;0,61786058;0,454400167
09.02.2018;0,497113635;0,409189668;0,522455394;0,617499234;0,453582935
10.02.2018;0,497114104;0,409348023;0,519122328;0,617515648;0,453161641
11.02.2018;0,497000258;0,408893098;0,511891805;0,617270616;0,452381978
12.02.2018;0,496558294;0,409115708;0,50376972;0,617709598;0,452551012
13.02.2018;0,496963601;0,40966295;0,494798111;0,621497041;0,452876966
14.02.2018;0,498215145;0,409969662;0,485077574;0,622006554;0,455522235
15.02.2018;0,497883021;0,409787966;0,476354412;0,625527425;0,456706149
16.02.2018;0,499400373;0,412648974;0,485638756;0,649576429;0,470296699
17.02.2018;0,498065107;0,412348259;0,471753342;0,63913499;0,464401141
18.02.2018;0,498542381;0,415207349;0,470195252;0,640186037;0,462271336
19.02.2018;0,498524182;0,416142115;0,472335347;0,63995062;0,461054557
20.02.2018;0,500328599;0,41747564;0,473585378;0,639236938;0,461503174
21.02.2018;0,504075863;0,417314275;0,472173668;0,636992109;0,460261228
22.02.2018;0,504886462;0,416053462;0,466103625;0,634808938;0,458602862
23.02.2018;0,505534204;0,415364443;0,45690257;0,633328354;0,45781139
24.02.2018;0,505655483;0,414460206;0,447763811;0,631499367;0,457018088
25.02.2018;0,505124982;0,413622856;0,440098705;0,629721725;0,456496757
26.02.2018;0,505426284;0,413423749;0,43434374;0,627375491;0,455838765
27.02.2018;0,505097946;0,413088281;0,430524998;0,627980237;0,456507071
28.02.2018;0,503606889;0,412248571;0,429448615;0,626831679;0,45531228
01.03.2018;0,501525105;0,410750178;0,43068801;0,62444549;0,454731502
02.03.2018;0,499595563;0,410276193;0,431838753;0,622434141;0,454531153
03.03.2018;0,498669603;0,410118072;0,433486575;0,639047218;0,463068329
04.03.2018;0,499096469;0,410597442;0,433890607;0,647062687;0,467927004
05.03.2018;0,500515404;0,410887052;0,430728205;0,634222018;0,460012587
06.03.2018;0,502754301;0,413700123;0,429804374;0,633110167;0,45867568
07.03.2018;0,506058803;0,416473126;0,431311602;0,634224625;0,460420822
08.03.2018;0,509768733;0,418960861;0,433683935;0,636121995;0,462286358
09.03.2018;0,512239168;0,419863453;0,43541856;0,637470391;0,464433079
10.03.2018;0,514157055;0,421466815;0,436856291;0,640627687;0,469494564
11.03.2018;0,519046316;0,423178693;0,438846481;0,642655495;0,469639662
12.03.2018;0,525404891;0,426732272;0,440550314;0,646935281;0,47242288
13.03.2018;0,532105455;0,431497273;0,443378681;0,649478033;0,474265352
14.03.2018;0,525687345;0,429120342;0,442533833;0,645820421;0,473661818
15.03.2018;0,520945573;0,427658306;0,442225368;0,642013961;0,471014775
16.03.2018;0,522338566;0,427887999;0,441911761;0,64107232;0,47138947
17.03.2018;0,527315681;0,429531016;0,442141954;0,644339839;0,473358663
18.03.2018;0,526904822;0,42931934;0,442026457;0,645000129;0,472882811
19.03.2018;0,520961969;0,427090648;0,441727709;0,641016647;0,470300972
20.03.2018;0,518751162;0,425109067;0,442270476;0,63623452;0,467682698
21.03.2018;0,518416224;0,424616423;0,443121217;0,636337078;0,467381522
22.03.2018;0,515734641;0,424143833;0,443473188;0,633932458;0,466299525
23.03.2018;0,513811919;0,424205475;0,443553612;0,630422205;0,465072351
24.03.2018;0,512750587;0,424570218;0,444389396;0,628053487;0,465129499
25.03.2018;0,516897673;0,426788399;0,444438873;0,629319446;0,465599221
26.03.2018;0,52127437;0,428810662;0,442253771;0,635384945;0,467410255
27.03.2018;0,518820752;0,427745146;0,439483408;0,639876964;0,466802636
28.03.2018;0,535795449;0,435212423;0,440331948;0,647346985;0,470532576
29.03.2018;0,549523786;0,441704865;0,443650318;0,650034316;0,473647456
30.03.2018;0,538788246;0,437164526;0,444404248;0,647844778;0,472045011
31.03.2018;0,534061449;0,442280397;0,444800641;0,648304123;0,471983348
01.04.2018;0,528478113;0,438173111;0,445261064;0,646396287;0,470668764
02.04.2018;0,5253827;0,437385332;0,446081908;0,64642904;0,470521324
03.04.2018;0,535346697;0,446088269;0,44749344;0,656195007;0,476059291
04.04.2018;0,559759629;0,482891527;0,45304749;0,667622857;0,484911426
05.04.2018;0,552722464;0,500469645;0,457521315;0,663106804;0,483163771
06.04.2018;0,553474891;0,506854155;0,461094602;0,6604903;0,482739527
07.04.2018;0,55596214;0,507674172;0,462567672;0,661749395;0,482886507
08.04.2018;0,562665428;0,508420071;0,462652902;0,666517773;0,485027804
09.04.2018;0,559460205;0,504332046;0,455643464;0,663829204;0,480872315
10.04.2018;0,576540142;0,504960432;0,459584985;0,669460167;0,485531056
11.04.2018;0,583029523;0,495792313;0,461670282;0,669043873;0,486916098
12.04.2018;0,598090505;0,495536545;0,476125833;0,679191361;0,4958098
13.04.2018;0,596586728;0,494214787;0,468839406;0,671888269;0,48952868
14.04.2018;0,583862332;0,484103565;0,481774857;0,67937793;0,49488791
15.04.2018;0,542001444;0,470314046;0,484940632;0,683953679;0,496758813
16.04.2018;0,568710865;0,518396478;0,506509239;0,706862777;0,511906679
17.04.2018;0,53138797;0,475880031;0,452883208;0,666165368;0,482429385
18.04.2018;0,498975967;0,44857169;0,444054897;0,639343264;0,471023144
19.04.2018;0,46717764;0,432155819;0,435128098;0,614089599;0,461069269
20.04.2018;0,434909321;0,417412451;0,422918291;0,584840305;0,450506922
21.04.2018;0,405877371;0,398820831;0,409096469;0,561108206;0,439698508
22.04.2018;0,380517481;0,387009258;0,398287304;0,538635776;0,426710314
23.04.2018;0,365655935;0,385878142;0,396670937;0,541195584;0,4223128
24.04.2018;0,413342564;0,400796628;0,429076763;0,624225024;0,459494396
25.04.2018;0,386786665;0,391693485;0,416141675;0,563610198;0,438040477
26.04.2018;0,391005882;0,394600623;0,424503519;0,583466085;0,439231666
27.04.2018;0,39118231;0,387301861;0,422431859;0,575307689;0,440907383
28.04.2018;0,3686503;0,381666197;0,415449073;0,535888016;0,427265317
29.04.2018;0,342789757;0,373474165;0,396698733;0,488390951;0,408914998
30.04.2018;0,321172101;0,36350715;0,381082498;0,460715394;0,393770644
01.05.2018;0,308984965;0,356827037;0,371708754;0,457294311;0,386320542
02.05.2018;0,299469139;0,354560003;0,362718956;0,443023058;0,381243159
03.05.2018;0,28910331;0,353131097;0,348927766;0,424871789;0,37588444
04.05.2018;0,28886626;0,352965141;0,352016131;0,435621734;0,373584161
05.05.2018;0,282929416;0,351041063;0,351163418;0,427341976;0,373211944
06.05.2018;0,269425982;0,349890817;0,334627308;0,403034775;0,367375906
07.05.2018;0,251720965;0,347747191;0,307370514;0,374391693;0,360930641
08.05.2018;0,237098613;0,346086361;0,283808853;0,348881795;0,357287897
09.05.2018;0,227726149;0,343822022;0,266624271;0,328589066;0,353383832
10.05.2018;0,225142798;0,343616887;0,271928463;0,334567604;0,352145532
11.05.2018;0,223907993;0,344290903;0,282868581;0,348167964;0,352956767
12.05.2018;0,221866371;0,343742952;0,273096749;0,338840725;0,352066461
13.05.2018;0,227512135;0,342362195;0,284491699;0,349970952;0,351484486
14.05.2018;0,262234486;0,342017934;0,311866109;0,399666232;0,354556969
15.05.2018;0,377739635;0,403197055;0,392304325;0,588202666;0,457231502
16.05.2018;0,372914465;0,409486975;0,388725664;0,571997077;0,448250948
17.05.2018;0,378218592;0,40060316;0,389299623;0,562224584;0,442033945
18.05.2018;0,384221841;0,402924317;0,396164165;0,571210694;0,444488582
19.05.2018;0,388379948;0,404276209;0,400036234;0,577021931;0,446058478
20.05.2018;0,385506374;0,394560173;0,394744385;0,55825326;0,436121483
21.05.2018;0,382126568;0,384582172;0,392227442;0,541395109;0,429230582
22.05.2018;0,388582702;0,391530419;0,398632009;0,554664844;0,433387086
23.05.2018;0,40497586;0,402479869;0,410502701;0,57810127;0,443139337
24.05.2018;0,402746389;0,392921267;0,402574386;0,563037606;0,436500027
25.05.2018;0,393232854;0,38059328;0,398075395;0,538296914;0,426408387
26.05.2018;0,376181826;0,372842396;0,38964686;0,494646422;0,411488292
27.05.2018;0,35748529;0,366724743;0,3814657;0,454366476;0,397311578
28.05.2018;0,348221631;0,363672963;0,377645183;0,43288599;0,392038723
29.05.2018;0,331706807;0,36018507;0,367941309;0,400509337;0,384258983
30.05.2018;0,324136993;0,358519076;0,372199404;0,394882067;0,378124429
31.05.2018;0,330694646;0,361265005;0,379086098;0,433656834;0,390668114
01.06.2018;0,400594628;0,385257542;0,411206927;0,570808821;0,435084569
02.06.2018;0,389961687;0,377797255;0,403999567;0,53801003;0,423084791
03.06.2018;0,374823052;0,372095109;0,396704038;0,504692579;0,41070516
04.06.2018;0,369666945;0,372383537;0,401070143;0,511579648;0,408415021
05.06.2018;0,40832586;0,393844804;0,42263135;0,59975771;0,438409053
06.06.2018;0,405683913;0,394102065;0,419413494;0,57908093;0,432485017
07.06.2018;0,381908887;0,392963016;0,405596443;0,569007973;0,42817384
08.06.2018;0,365731724;0,386574365;0,398445005;0,55469702;0,422145408
09.06.2018;0,365775631;0,382964826;0,401046658;0,557583742;0,418204621
10.06.2018;0,388914197;0,398325943;0,414283181;0,610649404;0,435269318
11.06.2018;0,392993415;0,400826798;0,419665315;0,61858445;0,436897364
12.06.2018;0,421046663;0,426872019;0,427067657;0,655821465;0,456697593
13.06.2018;0,432462983;0,443598422;0,427965553;0,675680491;0,467753052
14.06.2018;0,396934056;0,409192187;0,40326558;0,62181143;0,442992668
15.06.2018;0,382859421;0,392356648;0,396711571;0,587867376;0,430736019
16.06.2018;0,364610943;0,381281771;0,388712823;0,555666644;0,418296301
17.06.2018;0,35492216;0,376273851;0,387387072;0,544914504;0,411511914
18.06.2018;0,40523403;0,413718671;0,413638257;0,634720194;0,44938944
19.06.2018;0,379372694;0,392916673;0,40046099;0,587187618;0,429822286
20.06.2018;0,359590405;0,382045512;0,38920518;0,543027804;0,415054367
21.06.2018;0,36281147;0,389279149;0,401276365;0,558341454;0,416873617
22.06.2018;0,406953969;0,432172166;0,420937301;0,646627589;0,449209765
23.06.2018;0,382559555;0,401637145;0,405011583;0,594901458;0,429384103
24.06.2018;0,364317903;0,389575613;0,395054943;0,561640636;0,415973874
25.06.2018;0,390302238;0,402479176;0,416390711;0,618994411;0,431574899
26.06.2018;0,380744698;0,395482148;0,407202893;0,593020565;0,424262916
27.06.2018;0,372288515;0,390463714;0,406284252;0,582755319;0,417272115
28.06.2018;0,417509846;0,428640871;0,442188006;0,659956824;0,44850334
29.06.2018;0,412047363;0,429648321;0,431129501;0,666229215;0,445473635
30.06.2018;0,391867038;0,404530069;0,417611248;0,611059246;0,42795074
01.07.2018;0,365063085;0,387907273;0,401226522;0,561472216;0,412472162
02.07.2018;0,335099538;0,375218147;0,380872978;0,503424852;0,400594438
03.07.2018;0,311500367;0,3671481;0,364608749;0,464108663;0,392608628
04.07.2018;0,304969923;0,363310353;0,368180609;0,458545952;0,389144374
05.07.2018;0,344425056;0,377990877;0,406711104;0,551428099;0,414218836
06.07.2018;0,44208338;0,455007856;0,47611388;0,727227324;0,472972269
07.07.2018;0,412547777;0,426126498;0,455633231;0,681991555;0,44831086
08.07.2018;0,386198456;0,39766794;0,439727637;0,620108043;0,427718524
09.07.2018;0,340093373;0,384059778;0,428215438;0,567757276;0,418087675
10.07.2018;0,311149261;0,374485471;0,411873692;0,527223811;0,408063938
11.07.2018;0,348716612;0,382504356;0,443689397;0,590418468;0,421698406
12.07.2018;0,33422575;0,378158176;0,448252951;0,545326611;0,415641262
13.07.2018;0,304797455;0,370001267;0,419742936;0,505700405;0,403029255
14.07.2018;0,280438204;0,362752241;0,397924303;0,467404747;0,392600667
15.07.2018;0,365325596;0,431519291;0,488035617;0,635620521;0,443782596
16.07.2018;0,377462199;0,44007474;0,491317846;0,662631719;0,448942596
17.07.2018;0,367752019;0,422083885;0,477128724;0,603379071;0,440356877
18.07.2018;0,358132508;0,410048063;0,463121078;0,548896273;0,430214662
19.07.2018;0,335731245;0,390385985;0,440589154;0,502957298;0,413320404
20.07.2018;0,343518656;0,387872893;0,458419617;0,520690244;0,417651634
21.07.2018;0,386167223;0,432857212;0,500321752;0,621381224;0,451977753
22.07.2018;0,387144674;0,450225951;0,499428167;0,63533737;0,455997096
23.07.2018;0,389688229;0,447471864;0,500258294;0,631549805;0,457685746
24.07.2018;0,372356714;0,41412654;0,473328567;0,579242775;0,436080643
25.07.2018;0,380081846;0,404190552;0,473236076;0,574663603;0,431237154
26.07.2018;0,403904008;0,421194519;0,489821888;0,61196722;0,44648888
27.07.2018;0,381051601;0,402699176;0,466963908;0,556266816;0,429306346
28.07.2018;0,356402415;0,388258425;0,447575666;0,5240659;0,416067852
29.07.2018;0,342490259;0,380651519;0,445698198;0,509491379;0,411065423
30.07.2018;0,311525851;0,369506022;0,417101475;0,457367509;0,401609116
31.07.2018;0,275465488;0,360649766;0,38590301;0,406923294;0,390153998
01.08.2018;0,246758948;0,355406903;0,364302291;0,371176572;0,38116412
02.08.2018;0,244044512;0,353399469;0,358692927;0,359001341;0,377627254
03.08.2018;0,293478797;0,353502526;0,393160256;0,401817144;0,383284186
04.08.2018;0,263631255;0,352197207;0,380457701;0,380155034;0,377229269
05.08.2018;0,239142511;0,350911942;0,366668671;0,357719531;0,373225103
06.08.2018;0,223615475;0,349157249;0,353869694;0,338369727;0,368770073
07.08.2018;0,211808565;0,346417599;0,340173689;0,318725078;0,364084434
08.08.2018;0,204283532;0,343576644;0,328803029;0,302322305;0,361479679
09.08.2018;0,204855116;0,342711472;0,334501464;0,023536681;0,047295064
10.08.2018;0,331810563;0,385379623;0,423299231;-0,139629325;-0,139629325
11.08.2018;0,306814976;0,376005008;0,417101136;-0,139629325;-0,139629325
12.08.2018;0,293393919;0,367917352;0,409394132;-0,139629325;-0,139629325
13.08.2018;0,310545412;0,383459674;0,419468452;-0,139629325;-0,139629325
14.08.2018;0,347600364;0,406276726;0,436042928;-0,139629325;-0,139629325
15.08.2018;0,336697166;0,393013469;0,42875794;-0,139629325;-0,139629325
16.08.2018;0,319924567;0,376549312;0,416427084;-0,139629325;-0,139629325
17.08.2018;0,29850528;0,368638528;0,408998609;-0,139629325;-0,139629325
18.08.2018;0,28172195;0,363819593;0,397534668;-0,139629325;-0,139629325
19.08.2018;0,304579909;0,36579549;0,418153581;-0,139629325;-0,139629325
20.08.2018;0,333362063;0,373374556;0,442189319;-0,139629325;-0,139629325
21.08.2018;0,314655206;0,36577346;0,430211753;-0,139629325;-0,139629325
22.08.2018;0,291863251;0,361137275;0,4152135;-0,139629325;-0,139629325
23.08.2018;0,327912951;0,38367901;0,443300174;-0,139629325;-0,139629325
24.08.2018;0,369791621;0,404343832;0,475352076;-0,139629325;-0,139629325
25.08.2018;0,370956397;0,407458435;0,480322499;-0,139629325;-0,139629325
26.08.2018;0,362292828;0,396336358;0,472568383;-0,139629325;-0,139629325
27.08.2018;0,341719997;0,374070855;0,450877223;-0,139629325;-0,139629325
28.08.2018;0,327746261;0,368446129;0,436035391;-0,139629325;-0,139629325
29.08.2018;0,320511721;0,36718118;0,430473936;-0,139629325;-0,139629325
30.08.2018;0,377912201;0,403496362;0,482676318;-0,139629325;-0,139629325
31.08.2018;0,391506664;0,430696763;0,491536467;-0,139629325;-0,139629325
01.09.2018;0,387443637;0,423444822;0,483946033;-0,139629325;-0,139629325
02.09.2018;0,368272807;0,391736534;0,463049657;-0,139629325;-0,139629325
03.09.2018;0,358523208;0,379822451;0,456332297;-0,139629325;-0,139629325
04.09.2018;0,353892212;0,375344422;0,450912339;-0,139629325;-0,139629325
05.09.2018;0,345995527;0,37148743;0,44340435;-0,139629325;-0,139629325
06.09.2018;0,360534354;0,389704872;0,46338505;-0,139629325;-0,139629325
07.09.2018;0,387296991;0,408529548;0,480895253;-0,139629325;-0,139629325
08.09.2018;0,3674165;0,384157118;0,460798477;-0,139629325;-0,139629325
09.09.2018;0,35441099;0,377035403;0,449837664;-0,139629325;-0,139629325
10.09.2018;0,338609989;0,37143651;0,440013553;-0,139629325;-0,139629325
11.09.2018;0,317073925;0,364906388;0,422014763;-0,139629325;-0,139629325
12.09.2018;0,289676245;0,360123531;0,396336891;-0,139629325;-0,139629325
13.09.2018;0,279409996;0,357856941;0,395038769;-0,139629325;-0,139629325
14.09.2018;0,365110209;0,374663309;0,469923092;-0,139629325;-0,139629325
15.09.2018;0,379663128;0,401962736;0,450523404;-0,139629325;-0,139629325
16.09.2018;0,364329777;0,387978594;0,430131907;-0,139629325;-0,139629325
17.09.2018;0,371561518;0,400784785;0,431592549;-0,139629325;-0,139629325
