EB_EB_INdt;SM1;SM2;SM3;SM4;SM5
26.01.2018;0,599104722;0,415415106;0,361724403;0,49750977;0,510083642
27.01.2018;0,596871104;0,413410516;0,360814977;0,497063253;0,510837981
28.01.2018;0,596362388;0,413467224;0,360607355;0,513893609;0,521770399
29.01.2018;0,599550367;0,416676912;0,360780401;0,508599305;0,529005548
30.01.2018;0,595424296;0,414489644;0,360094298;0,500531554;0,528010917
31.01.2018;0,594575711;0,414364202;0,35861516;0,498338111;0,53148496
01.02.2018;0,594619327;0,413903433;0,357317442;0,497436941;0,530002828
02.02.2018;0,596531502;0,414133891;0,3559352;0,496921889;0,529678199
03.02.2018;0,598690954;0,413950583;0,354852196;0,495676033;0,529834853
04.02.2018;0,59647366;0,413431817;0,353615129;0,494648259;0,528667925
05.02.2018;0,594750687;0,412823225;0,352586999;0,494080379;0,528209528
06.02.2018;0,590856682;0,412660031;0,351875754;0,492469785;0,530086046
07.02.2018;0,590446212;0,411372631;0,351508828;0,490460052;0,528567104
08.02.2018;0,588801591;0,410804543;0,351407737;0,489007406;0,527172701
09.02.2018;0,586766662;0,411162571;0,351008542;0,488263623;0,525244852
10.02.2018;0,587159664;0,411977472;0,350634457;0,487815076;0,525137591
11.02.2018;0,58729589;0,413012291;0,350258635;0,48725508;0,525790965
12.02.2018;0,590864828;0,413541843;0,349860545;0,488097172;0,526115399
13.02.2018;0,591364746;0,41486115;0,349860172;0,488319098;0,526007521
14.02.2018;0,589008635;0,415468218;0,349975417;0,488485471;0,526284329
15.02.2018;0,58892866;0,41585999;0,355286393;0,516943026;0,53855842
16.02.2018;0,59269526;0,419647454;0,36898453;0,576377445;0,560398915
17.02.2018;0,592808195;0,420997558;0,356126616;0,514127093;0,540071607
18.02.2018;0,594420974;0,422330204;0,355685135;0,512147639;0,539704162
19.02.2018;0,596894094;0,422381919;0,355714228;0,504842275;0,536197058
20.02.2018;0,596655463;0,422406679;0,355423193;0,502229952;0,534913607
21.02.2018;0,59435751;0,422096674;0,354712373;0,500994171;0,538497522
22.02.2018;0,593844356;0,42235444;0,353591734;0,499826165;0,543800385
23.02.2018;0,594591259;0,422122398;0,354151354;0,497888515;0,544159347
24.02.2018;0,596775234;0,421792141;0,375293657;0,496064074;0,543609923
25.02.2018;0,59289965;0,421895319;0,390676396;0,494615417;0,54280811
26.02.2018;0,594551737;0,422601783;0,400075086;0,493823407;0,541989084
27.02.2018;0,591705773;0,775403612;0,40124789;0,492396978;0,541094635
28.02.2018;0,594181593;0,705579906;0,400649208;0,490392105;0,540090344
01.03.2018;0,588704602;0,390885037;0,40037105;0,488524467;0,539116044
02.03.2018;0,589286501;-0,091041769;0,40021048;0,490487941;0,536663912
03.03.2018;0,5919019;-0,139629325;0,400199741;0,492599822;0,538718491
04.03.2018;0,589937468;0,9068202;0,400312161;0,492762376;0,539443094
05.03.2018;0,588524089;-0,139629325;0,400081988;0,489825579;0,53839251
06.03.2018;0,589687334;NA;0,4004726;0,488884669;0,536129647
07.03.2018;0,592001244;NA;0,401514966;0,488976954;0,53157633
08.03.2018;0,593876355;NA;0,402342075;0,489772848;0,530340445
09.03.2018;0,594270203;NA;0,402791497;0,489933075;0,542830105
10.03.2018;0,596630617;NA;0,403356325;0,490651255;0,553507519
11.03.2018;0,599728761;0,800109886;0,405258854;0,492107936;0,555377978
12.03.2018;0,610326126;0,658219554;0,410595855;0,498662352;0,559510036
13.03.2018;0,617574966;0,444604239;0,412286397;0,502266977;0,563013201
14.03.2018;0,614708335;0,440312429;0,410507338;0,499587926;0,561516347
15.03.2018;0,608916418;0,437664303;0,409934629;0,497411686;0,561035463
16.03.2018;0,611497286;0,437805199;0,411992353;0,498035048;0,562437954
17.03.2018;0,615291513;0,439531359;0,425520351;0,50126372;0,565934573
18.03.2018;0,613931199;0,43904825;0,443120837;0,499483147;0,566205948
19.03.2018;0,609566599;0,436388187;0,445724316;0,495094237;0,564389004
20.03.2018;0,606880908;0,435007615;0,436606277;0,493465669;0,563001941
21.03.2018;0,605255815;0,816637257;0,439913984;0,493177086;0,562417816
22.03.2018;0,603104106;NA;0,455395336;0,493154172;0,562500754
23.03.2018;0,602369194;-0,139629325;0,446496391;0,493548245;0,562716355
24.03.2018;0,602120128;-0,139629325;0,430465233;0,493135833;0,562625139
25.03.2018;0,610440093;-0,139629325;0,43054805;0,494875509;0,563134652
26.03.2018;0,603726147;-0,139629325;0,454743855;0,495916393;0,563822219
27.03.2018;0,604366887;-0,139629325;0,511895417;0,49354802;0,562575344
28.03.2018;0,616149814;-0,139629325;0,508018332;0,497042373;0,563568889
29.03.2018;0,629720007;-0,139629325;0,529359405;0,497671246;0,564145
30.03.2018;0,625012723;-0,139629325;0,521887257;0,49575664;0,562836431
31.03.2018;0,623921952;-0,139629325;0,514081341;0,495971062;0,562457527
01.04.2018;0,616263964;-0,139629325;0,512393018;0,494450064;0,561683269
02.04.2018;0,616100227;-0,139629325;0,514193791;0,494148074;0,561289122
03.04.2018;0,641140928;-0,139629325;0,528390998;0,498995024;0,564951237
04.04.2018;0,660844244;-0,139629325;0,537620324;0,509342949;0,570640074
05.04.2018;0,658237763;-0,139629325;0,523901358;0,509090283;0,571850946
06.04.2018;0,656283837;-0,139629325;0,52122215;0,513811164;0,575276972
07.04.2018;0,653826013;-0,139629325;0,519458688;0,522287374;0,578986262
08.04.2018;0,656093561;-0,139629325;0,519175787;0,533903861;0,583902829
09.04.2018;0,652160108;-0,139629325;0,50951269;0,525128877;0,58292554
10.04.2018;0,652696227;-0,139629325;0,514973001;0,538154668;0,588980797
11.04.2018;0,652534286;-0,139629325;0,512318504;0,539009119;0,59005721
12.04.2018;0,66917742;-0,139629325;0,519773083;0,558254243;0,598159899
13.04.2018;0,66510133;-0,139629325;0,514763279;0,544027479;0,593873739
14.04.2018;0,663587243;-0,139629325;0,510965285;0,550845752;0,59535015
15.04.2018;0,662375964;-0,087242958;0,510916596;0,553456184;0,595159025
16.04.2018;0,672175632;0,810923358;0,529554775;0,579520111;0,601726201
17.04.2018;0,637399469;NA;0,494200983;0,537083508;0,590743037
18.04.2018;0,613092197;NA;0,479904298;0,497178481;0,573516419
19.04.2018;0,588372632;0,864446203;0,462192617;0,476599551;0,559167386
20.04.2018;0,560549843;0,718472991;0,44572078;0,453157276;0,546654765
21.04.2018;0,529722864;0,400156495;0,42545932;0,431408648;0,532724762
22.04.2018;0,476469434;0,392141572;0,404098584;0,413808241;0,517739539
23.04.2018;0,466690603;0,386658788;0,406376606;0,429940221;0,515664363
24.04.2018;0,566301357;0,408927692;0,444560625;0,48885214;0,553754654
25.04.2018;0,508208583;0,398018763;0,423756921;0,440772317;0,523075857
26.04.2018;0,539120907;0,399567937;0,435549228;0,454495288;0,517357962
27.04.2018;0,437505874;0,400287728;0,426283254;0,444216809;0,522910524
28.04.2018;0,40659697;0,392980469;0,410957586;0,418456679;0,518373751
29.04.2018;0,368400625;0,384446745;0,392024521;0,388370261;0,501224095
30.04.2018;0,340164447;0,370162639;0,370670539;0,367410847;0,477935603
01.05.2018;0,329401333;0,362119145;0,356368347;0,355242687;0,467258367
02.05.2018;0,316200188;0,358889571;0,347287895;0,343915204;0,459064069
03.05.2018;0,302925182;0,354807696;0,336859937;0,333931196;0,451194955
04.05.2018;0,311228713;0,35382068;0,343644248;0,342178435;0,447528521
05.05.2018;0,3042268;0,353555596;0,341187796;0,334273811;0,443812066
06.05.2018;0,289618472;0,350482299;0,329866234;0,312495498;0,432135095
07.05.2018;0,272797897;0,343886838;0,310703464;0,284042453;0,423589193
08.05.2018;0,252204575;0,338114351;0,291049032;0,259283025;0,419649001
09.05.2018;0,237789122;0,333164885;0,275038891;0,240910845;0,414667626
10.05.2018;0,250648713;0,336065648;0,271408992;0,240111052;0,418671846
11.05.2018;0,272592586;0,338591084;0,284090581;0,242286568;0,418109768
12.05.2018;0,266410388;0,332659923;0,282078002;0,242727275;0,410103567
13.05.2018;0,287576292;0,329792822;0,298013607;0,267165578;0,401101928
14.05.2018;0,315944889;0,331921386;0,329082479;0,305916217;0,39925484
15.05.2018;0,415502796;0,404976001;0,410506437;0,439458467;0,518022944
16.05.2018;0,410495509;0,401069532;0,402176983;0,427418915;0,500027955
17.05.2018;0,405203831;0,398519374;0,399418641;0,425206009;0,498035451
18.05.2018;0,41745686;0,400771161;0,404856032;0,432362471;0,502570689
19.05.2018;0,422417906;0,401509284;0,407522026;0,440246449;0,507100947
20.05.2018;0,414153686;0,39647155;0,400870782;0,432313872;0,497704726
21.05.2018;0,409921539;0,391927746;0,395374401;0,426839246;0,491396982
22.05.2018;0,423465604;0,393935744;0,402723527;0,438788738;0,491016786
23.05.2018;0,437553534;0,399023749;0,410696527;0,450804191;0,500865768
24.05.2018;0,431283543;0,39572385;0,40431595;0,443202492;0,496577826
25.05.2018;0,423385118;0,390694282;0,397780068;0,434032019;0,487561025
26.05.2018;0,408678246;0,384066851;0,389709125;0,418289173;0,469711474
27.05.2018;0,395584419;0,376474757;0,384495767;0,401567086;0,454617673
28.05.2018;0,389107745;0,374141877;0,380797818;0,392416526;0,449157672
29.05.2018;0,373405964;0,370702064;0,372677871;0,378084482;0,440307653
30.05.2018;0,379043304;0,368617968;0,378517787;0,380954744;0,435354953
31.05.2018;0,383725475;0,375799232;0,382508947;0,392185933;0,448619208
01.06.2018;0,436998248;0,396560768;0,407734102;0,44097192;0,489216287
02.06.2018;0,42486627;0,389659278;0,400387489;0,428447846;0,476565765
03.06.2018;0,411342776;0,383278946;0,393338488;0,416617502;0,463349994
04.06.2018;0,418255148;0,383096394;0,399525029;0,421404099;0,458502629
05.06.2018;0,470333834;0,398888508;0,416526658;0,460370524;0,488741486
06.06.2018;0,465245892;0,395580532;0,41054837;0,451216409;0,485233372
07.06.2018;0,458410895;0,394310241;0,406901784;0,447256453;0,483752514
08.06.2018;0,450811719;0,390481591;0,402504042;0,441762894;0,486509192
09.06.2018;0,4468911;0,389179827;0,404616554;0,444823026;0,481471432
10.06.2018;0,479887072;0,399463113;0,4165105;0,464530125;0,498338774
11.06.2018;0,484278181;0,400757641;0,417547426;0,467040508;0,500618817
12.06.2018;0,5114209;0,408567027;0,43292492;0,490564947;0,518519992
13.06.2018;0,52735525;0,411654665;0,438804434;0,499449865;0,528687843
14.06.2018;0,484858743;0,400305128;0,416715812;0,470783222;0,509978477
15.06.2018;0,46720342;0,394389932;0,405676606;0,455550837;0,492406136
16.06.2018;0,452892626;0,387151583;0,39540547;0,433592117;0,473662694
17.06.2018;0,448253887;0,384665376;0,39459391;0,418406707;0,461591815
18.06.2018;0,505325733;0,413726922;0,427401681;0,485690952;0,507877156
19.06.2018;0,47373192;0,399759293;0,409289833;0,453586516;0,488715111
20.06.2018;0,437322203;0,390162233;0,394262568;0,424333325;0,467709109
21.06.2018;0,450787172;0,392722046;0,403275705;0,434296569;0,463840064
22.06.2018;0,497068675;0,413779928;0,42315278;0,484639012;0,505247644
23.06.2018;0,464795501;0,400748717;0,406487847;0,452953672;0,485663687
24.06.2018;0,438747537;0,392452174;0,396095788;0,435914052;0,474252805
25.06.2018;0,48034518;0,406005524;0,418410967;0,477124088;0,488678911
26.06.2018;0,462424146;0,403984607;0,40637626;0,464679602;0,488800108
27.06.2018;0,462746651;0,404039052;0,407196846;0,463450512;0,485149901
28.06.2018;0,513516473;0,428203259;0,434704319;0,517818488;0,513551339
29.06.2018;0,503575831;0,424087235;0,422944008;0,504432448;0,516257314
30.06.2018;0,477715739;0,41362157;0,411005483;0,480315198;0,498718657
01.07.2018;0,452848668;0,403320033;0,399988858;0,457275386;0,484040965
02.07.2018;0,41646262;0,395427556;0,384473745;0,426098033;0,47225694
03.07.2018;0,387372852;0,389999518;0,374059542;0,400174525;0,462606889
04.07.2018;0,401620479;0,386814566;0,375028407;0,396551835;0,458878439
05.07.2018;0,454009064;0,404189224;0,40196834;0,454736898;0,479781503
06.07.2018;0,550478011;0,443710755;0,446847872;0,546640534;0,536604342
07.07.2018;0,517861905;0,426134506;0,429597665;0,512946317;0,519098918
08.07.2018;0,489140559;0,412393753;0,413879422;0,483538503;0,497731227
09.07.2018;0,465936083;0,4043841;0,402540731;0,46004144;0,484819974
10.07.2018;0,439377346;0,399054476;0,390627694;0,432228747;0,473498821
11.07.2018;0,494817233;0,409473631;0,415820332;0,482219715;0,487576343
12.07.2018;0,456240329;0,407451793;0,401513889;0,458269435;0,483507507
13.07.2018;0,412583419;0,399269225;0,384656592;0,419900426;0,468929758
14.07.2018;0,379473133;0,392904471;0,370020595;0,393342163;0,458348954
15.07.2018;0,5129181;0,43945699;0,427866349;0,50388416;0,51564177
16.07.2018;0,537960116;0,443545144;0,434396387;0,514993115;0,518460436
17.07.2018;0,527267114;0,440890623;0,425674069;0,500983401;0,513555404
18.07.2018;0,515110678;0,433992045;0,418816739;0,484506531;0,503899015
19.07.2018;0,483644009;0,419510522;0,402830647;0,453607134;0,486209585
20.07.2018;0,497057152;0,421792294;0,413983738;0,471976485;0,494128539
21.07.2018;0,553438042;0,452462073;0,442636462;0,525039369;0,526312376
22.07.2018;0,557483063;0,453139114;0,441376648;0,5230926;0,531627944
23.07.2018;0,557244482;0,454579306;0,441242431;0,525807037;0,534508127
24.07.2018;0,5270688;0,435397745;0,424610772;0,493724157;0,51211711
25.07.2018;0,524515991;0,430147087;0,422661101;0,492395193;0,50608192
26.07.2018;0,547464245;0,442972178;0,434026696;0,514297477;0,524012331
27.07.2018;0,514481962;0,428104399;0,418133841;0,483263882;0,50408343
28.07.2018;0,481265324;0,417798444;0,404001715;0,453463335;0,488244672
29.07.2018;0,460212359;0,412683095;0,403336297;0,445183004;0,478630323
30.07.2018;0,398971115;0,404103576;0,380807847;0,409119537;0,468751945
31.07.2018;0,337322283;0,393876635;0,357635617;0,373956841;0,453983609
01.08.2018;0,292017012;0,382672114;0,335961575;0,345461173;0,440438739
02.08.2018;0,274657418;0,374379072;0,327724206;0,344215323;0,43312745
03.08.2018;0,315774832;0,374102359;0,371108287;0,400617115;0,433144481
04.08.2018;0,291743337;0,371082837;0,355961751;0,3719028;0,433654502
05.08.2018;0,264369427;0,36569509;0,338405326;0,344664639;0,429496765
06.08.2018;0,244756855;0,359514211;0,321970522;0,322348758;0,423958401
07.08.2018;0,229196746;0,352047355;0,305990993;0,300946477;0,417773549
08.08.2018;0,212334847;0,335783657;0,268067467;0,284202427;0,387725304
09.08.2018;0,227071565;0,328537524;0,255732598;0,308614045;0,366647197
10.08.2018;0,349861862;0,426381616;0,350975687;0,431975129;0,437172596
11.08.2018;0,329828451;0,414657131;0,337221156;0,405305962;0,425674245
12.08.2018;0,32110864;0,405236366;0,336209008;0,396015632;0,417875691
13.08.2018;0,334488701;0,413153311;0,343892828;0,405713395;0,423637957
14.08.2018;0,358594769;0,432035622;0,356768651;0,42258791;0,436173181
15.08.2018;0,352089921;0,424621789;0,352426842;0,41578484;0,430664487
16.08.2018;0,34241312;0,412216137;0,345002159;0,405843276;0,422790418
17.08.2018;0,329986509;0,403042565;0,338380937;0,394465232;0,414855366
18.08.2018;0,316628043;0,39619028;0,331853779;0,383429966;0,408317988
19.08.2018;0,335847889;0,402317067;0,344055992;0,40439941;0,416606688
20.08.2018;0,359096085;0,415876259;0,356226352;0,419780419;0,428140831
21.08.2018;0,349338299;0,407894209;0,348520055;0,40717086;0,420031044
22.08.2018;0,333504452;0,399246435;0,340238397;0,39394124;0,412010148
23.08.2018;0,362325008;0,417901466;0,355577362;0,423354359;0,425101568
24.08.2018;0,392191344;0,438550586;0,367603032;0,44626492;0,439164187
25.08.2018;0,392546249;0,442135478;0,367108951;0,445719494;0,440143886
26.08.2018;0,38848007;0,438035515;0,362384229;0,441926098;0,439744286
27.08.2018;0,375608545;0,422340473;0,353833882;0,425718764;0,428832883
28.08.2018;0,363991084;0,412685356;0,349052492;0,41313785;0,41985223
29.08.2018;0,358122614;0,406212528;0,349313973;0,408051607;0,412153242
30.08.2018;0,402749361;0,440710574;0,37107591;0,452642927;0,439668097
31.08.2018;0,409853269;0,450085773;0,372888735;0,460952855;0,447579492
01.09.2018;0,405737025;0,446451321;0,369902693;0,455574935;0,445299117
02.09.2018;0,393228888;0,433401426;0,362159683;0,441104807;0,435820555
03.09.2018;0,388099473;0,427361564;0,357977994;0,434819087;0,431792589
04.09.2018;0,385054227;0,423097186;0,355944507;0,429102998;0,428164684
05.09.2018;0,379085622;0,417497962;0,353453723;0,421604095;0,423527213
06.09.2018;0,393583379;0,426311395;0,360925017;0,442610597;0,432166177
07.09.2018;0,41243596;0,444770535;0,371186347;0,457293768;0,44799196
08.09.2018;0,398327035;0,432483703;0,363041895;0,438543041;0,438008147
09.09.2018;0,389103391;0,423552522;0,357339653;0,425284594;0,43012133
10.09.2018;0,378265142;0,416480348;0,352082757;0,413600724;0,42292936
11.09.2018;0,361944402;0,410485492;0,346932821;0,400765082;0,416245213
12.09.2018;0,337945825;0,403011346;0,343505468;0,382784162;0,409379123
13.09.2018;0,33148796;0,39803527;0,344687995;0,381538138;0,403393983
14.09.2018;0,413308959;0,437122047;0,378945037;0,448118667;0,437127078
15.09.2018;0,417619677;0,447013867;0,385524143;0,453958822;0,44870964
16.09.2018;0,402976765;0,433843272;0,381443518;0,441766719;0,440498644
17.09.2018;0,40557067;0,434133739;0,383429798;0,439964174;0,4373969
