FE_EB_EXdt;SM1;SM2;SM3;SM4;SM5
15.01.2018;0,39983059;0,505311044;0,342630601;0,325865148;0,545211362
16.01.2018;0,465811696;0,538869844;0,392585486;0,371887946;0,57741906
17.01.2018;0,49325832;0,577954507;0,415285784;0,387308214;0,619579755
18.01.2018;0,48019933;0,566677355;0,404700572;0,38063393;0,607011978
19.01.2018;0,499739679;0,579442312;0,421768374;0,39477457;0,623296939
20.01.2018;0,46152709;0,550974612;0,387818701;0,365182244;0,585400241
21.01.2018;0,474045921;0,563436701;0,402811073;0,381861125;0,600815213
22.01.2018;0,494064576;0,588017897;0,414865502;0,401461403;0,627307781
23.01.2018;0,478765524;0,58028141;0,405114404;0,380674496;0,618622606
24.01.2018;0,453047247;0,553390872;0,381589577;0,35410499;0,584362717
25.01.2018;0,445698518;0,545995223;0,379114167;0,350325351;0,581690815
26.01.2018;0,439930963;0,542317847;0,375672026;0,347771356;0,577915583
27.01.2018;0,438688903;0,539840436;0,37510792;0,348217123;0,575724644
28.01.2018;0,428301446;0,53419304;0,367976481;0,342020559;0,575185841
29.01.2018;0,418040532;0,526409878;0,361399989;0,335690498;0,571634367
30.01.2018;0,416324888;0,52370319;0,358395974;0,334052092;0,570274932
31.01.2018;0,41346915;0,520045838;0,353936716;0,330620158;0,565568238
01.02.2018;0,435166558;0,517520958;0,361938069;0,346092976;0,561353247
02.02.2018;0,436757165;0,522489239;0,362073605;0,345651132;0,561550876
03.02.2018;0,43289097;0,52044546;0,358508529;0,343350446;0,561076431
04.02.2018;0,443413707;0,52791828;0,366979647;0,35243062;0,567050352
05.02.2018;0,414913586;0,516713349;0,359090465;0,335562768;0,56856072
06.02.2018;0,428942109;0,51246734;0,359182754;0,341191031;0,567510566
07.02.2018;0,392253706;0,510169972;0,35129375;0,315359132;0,566012864
08.02.2018;0,406034758;0,503904198;0,349048804;0,330989084;0,563756577
09.02.2018;0,450029222;0,520967484;0,357986172;0,355872341;0,564741071
10.02.2018;0,470085096;0,543619675;0,374446085;0,36300862;0,571502799
11.02.2018;0,482199725;0,559077472;0,394102036;0,368331463;0,586925525
12.02.2018;0,489418151;0,581459508;0,395308347;0,367811395;0,600883774
13.02.2018;0,469194771;0,562542494;0,380196263;0,353508762;0,592839854
14.02.2018;0,397180442;0,541090756;0,360126818;0,327821806;0,583704819
15.02.2018;NA;0,540153279;NA;NA;0,582706451
16.02.2018;0,304244176;0,587745519;0,369601351;0,317776812;0,611505406
17.02.2018;0,400860155;0,57893703;0,392960058;0,34436916;0,600606854
18.02.2018;0,437792697;0,574243258;0,390521498;0,352591437;0,603120625
19.02.2018;0,431122589;0,569102908;0,380239737;0,347035859;0,600590012
20.02.2018;0,40376103;0,561940503;0,357364638;0,339585329;0,597537337
21.02.2018;0,388617631;0,558539403;NA;0,337055228;0,596473687
22.02.2018;0,385705957;0,554490742;NA;0,335290338;0,595368461
23.02.2018;0,382815607;0,5557115;NA;0,331239052;0,591542361
24.02.2018;0,383944842;0,56310185;NA;0,327778053;0,589005988
25.02.2018;NA;0,560125551;NA;0,314623327;0,586348406
26.02.2018;NA;0,551118002;NA;0,295597738;0,581248815
27.02.2018;NA;NA;NA;NA;0,575931988
28.02.2018;NA;NA;NA;NA;0,571057823
01.03.2018;NA;NA;NA;NA;0,564014359
02.03.2018;NA;NA;NA;NA;0,55867621
03.03.2018;NA;NA;NA;NA;0,564358547
04.03.2018;NA;NA;NA;NA;0,591357236
05.03.2018;NA;NA;NA;0,361194428;0,600249354
06.03.2018;NA;NA;NA;0,348215349;0,603016338
07.03.2018;NA;NA;NA;0,339993088;0,59823331
08.03.2018;0,208349412;NA;NA;0,329662309;0,58880622
09.03.2018;0,252167622;0,473502152;NA;0,32188596;0,57774133
10.03.2018;0,33040751;0,471176939;0,278918393;0,32210103;0,572334643
11.03.2018;0,334782664;0,466770621;0,279903998;0,325743027;0,579063585
12.03.2018;0,3489064;0,468651206;0,287929909;0,335190794;0,589167769
13.03.2018;0,339501414;0,47500138;0,283773441;0,325069692;0,591620771
14.03.2018;0,354713849;0,473312719;0,294560523;0,338944329;0,594061273
15.03.2018;0,344073889;0,482458727;0,293620748;0,330744759;0,592986889
16.03.2018;0,363122626;0,503577752;0,303990151;0,343299214;0,599038533
17.03.2018;0,347044378;0,503328719;0,296928268;0,337124306;0,595717003
18.03.2018;0,364768426;0,481013819;0,304061805;0,37447215;0,597397444
19.03.2018;0,363501465;0,493867032;0,303182778;0,372645754;0,599835307
20.03.2018;0,367692754;0,496820136;0,310191652;0,376648095;0,601478883
21.03.2018;0,377632717;0,514793775;0,326896694;0,387941157;0,61206904
22.03.2018;0,359240638;0,510727587;0,333047407;0,377125535;0,605365417
23.03.2018;0,371682505;0,509639465;0,330973483;0,387147734;0,607060573
24.03.2018;0,355599781;0,505451174;0,325598814;0,371503627;0,605866289
25.03.2018;0,331350598;0,494444871;0,321797281;0,358263031;0,60042267
26.03.2018;0,325786603;0,486763521;0,337986009;0,35177709;0,596603912
27.03.2018;0,328466027;0,475187111;0,338085996;0,353769952;0,594722185
28.03.2018;0,373650813;0,487705825;0,355625959;0,387747885;0,607387428
29.03.2018;0,361988596;0,506393639;0,361029552;0,388478764;0,627913174
30.03.2018;0,333274836;0,46863537;0,347720975;0,369312033;0,611651771
31.03.2018;0,338336636;0,459567776;0,352465735;0,375634499;0,608477005
01.04.2018;0,363702044;0,486047916;0,374452509;0,397744935;0,624476839
02.04.2018;0,345757521;0,469237099;0,366676079;0,382715229;0,624195361
03.04.2018;0,323865854;0,449251283;0,358214326;0,364252141;0,610238804
04.04.2018;0,300834132;0,439816205;0,346798272;0,342745916;0,601487618
05.04.2018;0,289635033;0,433209522;0,337337163;0,338494229;0,587219659
06.04.2018;0,311892858;0,434036823;0,342537573;0,354393843;0,581241158
07.04.2018;0,283229016;0,431937589;0,329536271;0,332182441;0,572349637
08.04.2018;0,255182665;0,427150098;0,314379629;0,301841017;0,55588623
09.04.2018;0,234160778;0,42236408;0,300615067;0,283850719;0,540426432
10.04.2018;0,219726667;0,417656237;0,289200586;0,264148062;0,526349522
11.04.2018;0,224087067;0,412898344;0,285750153;0,252466286;0,503016894
12.04.2018;0,215258268;0,41121264;0,278255624;0,237208387;0,480408772
13.04.2018;0,203723287;0,407681468;0,261564687;0,221361828;0,452233414
14.04.2018;0,191270752;0,404018638;0,245282211;0,204420311;0,415862349
15.04.2018;0,180593559;0,400025778;0,231345219;0,196137827;0,390345599
16.04.2018;0,189460141;0,394226753;0,226291537;0,222833343;0,382044024
17.04.2018;0,198859837;0,394058991;0,230748722;0,2396906;0,372427736
18.04.2018;0,185374506;0,391699896;0,21878142;0,207239375;0,353319336
19.04.2018;0,171639172;0,387064362;0,202971394;0,18322683;0,330799223
20.04.2018;0,159013713;0,378076462;0,189260593;0,166500479;0,308347968
21.04.2018;0,146705968;0,365116721;0,177706319;0,152046987;0,284813349
22.04.2018;0,134832134;0,353644312;0,167045316;0,138756568;0,257594253
23.04.2018;0,126857518;0,339635621;0,15796335;0,12876108;0,237311066
24.04.2018;0,13862623;0,331562744;0,154247709;0,134366301;0,229609744
25.04.2018;0,127266828;0,318597517;0,150364998;0,122565004;0,207901238
26.04.2018;0,137028568;0,320431358;0,156252746;0,14294211;0,219179234
27.04.2018;0,140670493;0,314989311;0,155684844;0,142268172;0,20389547
28.04.2018;0,133171511;0,303480253;0,150706126;0,125075257;0,191931062
29.04.2018;0,124017628;0,287149491;0,144046156;0,113881444;0,183229877
30.04.2018;0,115331245;0,268248579;0,138901809;0,109318499;0,17630093
01.05.2018;0,117748829;0,258903509;0,139279048;0,119963363;0,173456768
02.05.2018;0,11766123;0,253434688;0,137031989;0,113941454;0,172430533
03.05.2018;0,11602337;0,246975562;0,134336759;0,109107684;0,170683897
04.05.2018;0,115175272;0,242069742;0,132906793;0,111460432;0,169795659
05.05.2018;0,116451635;0,239636022;0,132855334;0,108912445;0,169084282
06.05.2018;0,115114205;0,231764346;0,129308546;0,103066914;0,166594562
07.05.2018;0,106736198;0,219666461;0,121563085;0,09854648;0,161803834
08.05.2018;0,100284047;0,210408909;0,115028079;0,09474287;0,157774212
09.05.2018;0,094442604;0,202882584;0,10925702;0,088960493;0,1540607
10.05.2018;0,091064649;0,19751771;0,100260772;0,090705302;0,151160461
11.05.2018;0,090121213;0,195224987;0,09597772;0,093428222;0,149686054
12.05.2018;0,09038702;0,192864302;0,092463747;0,084989135;0,148645551
13.05.2018;0,091543749;0,189536714;0,094946453;0,096447425;0,147029769
14.05.2018;0,113194192;0,196276351;0,126194319;0,134444786;0,153139631
15.05.2018;0,15036898;0,210204281;0,165435394;0,171548783;0,162831171
16.05.2018;0,171851317;0,246686006;0,201009692;0,211042607;0,17748106
17.05.2018;0,16689141;0,239413169;0,196750605;0,219665876;0,192660641
18.05.2018;0,1598701;0,234814436;0,191294138;0,210792341;0,198990244
19.05.2018;0,166421574;0,243369524;0,196444127;0,217233185;0,202817284
20.05.2018;0,17272831;0,257482181;0,201952485;0,229406554;0,222376665
21.05.2018;0,168284836;0,255227118;0,196277171;0,219537677;0,225779722
22.05.2018;0,169338184;0,262818083;0,198054246;0,21884651;0,230667227
23.05.2018;0,186714949;0,28131787;0,221420924;0,24141786;0,263479094
24.05.2018;0,188949677;0,27976098;0,224255958;0,252883659;0,294992346
25.05.2018;0,178430192;0,26958445;0,20830253;0,252508276;0,289478936
26.05.2018;0,163241762;0,255439447;0,189844972;0,228371394;0,2581755
27.05.2018;0,144964471;0,245427956;0,176266389;0,204893909;0,233778458
28.05.2018;0,143391129;0,244118226;0,169089005;0,198926836;0,2172402
29.05.2018;0,164195186;0,276195464;0,184445206;0,223200201;0,250707942
30.05.2018;0,17959427;0,304849076;0,225260364;0,249215194;0,396498479
31.05.2018;0,17283095;0,276908144;0,209053398;0,240109854;0,360153372
01.06.2018;0,184223885;0,295346411;0,234660412;0,257798481;0,384745038
02.06.2018;0,168334652;0,274565872;0,220269842;0,239406457;0,365130763
03.06.2018;0,158219533;0,263163751;0,192337643;0,219193649;0,339481588
04.06.2018;0,143490272;0,252050301;0,167976836;0,197098276;0,292730458
05.06.2018;0,12859987;0,240635804;0,151987686;0,169643562;0,252048254
06.06.2018;0,115575135;0,231640326;0,140452271;0,150240171;0,22409635
07.06.2018;0,12073977;0,225987557;0,135494742;0,147260162;0,213191814
08.06.2018;0,147625722;0,246780748;0,13373528;0,176557236;0,232860065
09.06.2018;0,164769992;0,270718617;0,135662841;0,206936271;0,245865633
10.06.2018;0,172011699;0,265147155;0,146007602;0,221850131;0,22982561
11.06.2018;0,171112553;0,257521929;0,15098466;0,202055829;0,222964236
12.06.2018;0,184793754;0,275017487;0,165153285;0,223251387;0,256405023
13.06.2018;0,333609978;0,492740621;0,227239009;0,305273994;0,483563416
14.06.2018;0,203744821;0,294600828;0,22013176;0,263117457;0,373303187
15.06.2018;0,18384142;0,278817746;0,214171856;0,234093616;0,354210212
16.06.2018;0,154333265;0,26195402;0,194412373;0,20619189;0,332287609
17.06.2018;0,14416719;0,25096439;0,189628546;0,195597361;0,31252604
18.06.2018;0,193168401;0,294116625;0,23468458;0,250477834;0,343667872
19.06.2018;0,172600513;0,27483685;0,218947328;0,219599919;0,322767714
20.06.2018;0,146819556;0,257962827;0,197263805;0,186712385;0,289082859
21.06.2018;0,124783407;0,238139333;0,173495672;0,158136239;0,254399517
22.06.2018;0,109702012;0,220980948;0,152395131;0,136506816;0,233042437
23.06.2018;0,10409636;0,20893837;0,142065543;0,126699584;0,221492149
24.06.2018;0,100370361;0,199069807;0,134510685;0,118202553;0,212810538
25.06.2018;0,109984294;0,195600364;0,143023981;0,128822644;0,216799317
26.06.2018;0,107787099;0,194394636;0,142663403;0,129461708;0,208720967
27.06.2018;0,106163627;0,190116228;0,135673489;0,120610361;0,200818999
28.06.2018;0,120944476;0,191263834;0,155667748;0,141601964;0,201489595
29.06.2018;0,159553537;0,212410627;0,19452868;0,194145493;0,206645363
30.06.2018;0,144961946;0,210285178;0,183342768;0,179791511;0,19971021
01.07.2018;0,123841533;0,203271813;0,166338632;0,149110912;0,193187566
02.07.2018;0,108867311;0,194872921;0,152625386;0,125129769;0,186874208
03.07.2018;0,100717152;0,187849913;0,139554768;0,110708619;0,181440198
04.07.2018;0,097491591;0,183527361;0,130174834;0,104762726;0,178454136
05.07.2018;0,094932656;0,179178195;0,122962052;0,103266591;0,175275166
06.07.2018;0,135266577;0,214618527;0,167255359;0,15606799;0,171956475
07.07.2018;0,145006638;0,226957622;0,182991948;0,182748304;0,169891163
08.07.2018;0,126999833;0,213622038;0,1693188;0,156262585;0,173658395
09.07.2018;0,114067265;0,203533758;0,157805714;0,13338378;0,175461693
10.07.2018;0,106240737;0,200425049;0,146004732;0,117342187;0,174671913
11.07.2018;0,126147796;0,197760794;0,151342977;0,132850435;0,174068657
12.07.2018;0,111986437;0,191994745;0,141311182;0,118850179;0,171712493
13.07.2018;0,102040836;0,185575469;0,129421731;0,107405061;0,168664988
14.07.2018;0,095348044;0,179103431;0,116452142;0,099821533;0,164745621
15.07.2018;0,091475582;0,173949351;0,105669237;0,094907739;0,161314847
16.07.2018;0,094307639;0,171862557;0,098291692;0,091399541;0,158849487
17.07.2018;0,114119495;0,175024322;0,097935227;0,096164146;0,157825072
18.07.2018;0,115065466;0,17640275;0,097365873;0,09952174;0,157268988
19.07.2018;0,096273754;0,167281516;0,091277465;0,093725616;0,154555685
20.07.2018;0,085521371;0,160253314;0,083161857;0,083134628;0,150974915
21.07.2018;0,130052439;0,157752669;0,083014397;NA;0,148331643
22.07.2018;0,170455825;0,157315035;0,129299739;NA;0,14348233
23.07.2018;0,161048455;0,176915344;0,161993131;NA;0,15176503
24.07.2018;0,137024975;0,170691937;0,146971482;NA;0,152665436
25.07.2018;0,130239217;0,164123432;0,137120694;NA;0,152975804
26.07.2018;0,147463493;0,170538655;0,145853301;NA;0,15423274
27.07.2018;0,124422525;0,169018311;0,132441943;NA;0,154199799
28.07.2018;0,106773738;0,163011368;0,116026756;NA;0,153405857
29.07.2018;0,09602732;0,159247221;0,102414435;NA;0,152359368
30.07.2018;0,086959573;0,153829796;0,090132209;NA;0,14871446
31.07.2018;0,079019726;0,149423945;0,079802372;NA;0,144524236
01.08.2018;0,085553845;0,147117887;0,07299444;NA;0,142105559
02.08.2018;0,085654395;0,143430377;0,077024882;NA;0,142611397
03.08.2018;0,065208069;0,135229608;0,072736816;NA;0,133250094
04.08.2018;0,048970929;0,130216302;0,066991967;NA;0,128354554
05.08.2018;0,040957969;0,128881009;0,060512094;NA;0,127481601
06.08.2018;0,034358101;0,127136378;0,054590442;NA;0,126675748
07.08.2018;0,02674572;0,123242219;0,046103987;NA;0,121154709
08.08.2018;0,020019203;0,119348685;0,040663581;NA;0,115475559
09.08.2018;0,013497198;0,117007926;0,034937638;NA;0,11406219
10.08.2018;0,044338674;0,113732934;0,060393757;NA;0,117835026
11.08.2018;0,055465799;0,113184893;0,069086048;NA;0,113939283
12.08.2018;0,047556534;0,113073614;0,062587711;NA;0,112035166
13.08.2018;0,061145623;0,113160037;0,069073316;NA;0,116014018
14.08.2018;0,122164829;0,113791228;0,098795017;NA;0,123806601
15.08.2018;0,108016794;0,115586947;0,096101821;NA;0,124980221
16.08.2018;0,084978273;0,114562067;0,082742609;NA;0,123994598
17.08.2018;0,072277478;0,113621007;0,070361852;NA;0,118655004
18.08.2018;0,061608694;0,11441963;0,058606813;NA;0,115428547
19.08.2018;0,047325989;0,112505809;0,049835146;NA;0,114063264
20.08.2018;0,032385254;0,111144611;0,041803207;NA;0,113059501
21.08.2018;0,019920524;0,107883599;0,034233679;NA;0,111561375
22.08.2018;0,011902952;0,100312577;0,029604418;NA;0,10995349
23.08.2018;0,014542037;0,097028602;0,026809359;NA;0,112392391
24.08.2018;0,05318999;0,096036561;0,034856863;NA;0,114282477
25.08.2018;0,129000315;0,09710526;0,063986216;NA;0,116643328
26.08.2018;0,122481703;0,097556587;0,081514334;NA;0,111609357
27.08.2018;0,098616279;0,098351416;0,07406128;NA;0,111631208
28.08.2018;0,080179615;0,099831361;0,066906357;NA;0,099702305
29.08.2018;0,089956117;0,099700257;0,065888759;NA;0,096241982
30.08.2018;0,149866496;0,102910736;0,108821518;NA;0,12047992
31.08.2018;-0,139629325;0,109021557;0,139425909;NA;0,12568662
01.09.2018;-0,139629325;0,112729502;0,140375074;NA;0,128112817
02.09.2018;-0,139629325;0,120248065;0,109158966;NA;0,142902408
03.09.2018;-0,139629325;0,118882023;0,10126953;NA;0,139603518
04.09.2018;-0,139629325;0,118246145;0,098061696;NA;0,139812163
05.09.2018;-0,139629325;0,118942762;0,097462338;NA;0,139825552
06.09.2018;-0,139629325;0,119095845;0,086696388;NA;0,138937945
07.09.2018;-0,139629325;0,13790527;0,131096269;NA;0,160021983
08.09.2018;-0,139629325;0,133054016;0,109782531;NA;0,155493213
09.09.2018;-0,139629325;0,129580741;0,101555568;NA;0,150879476
10.09.2018;-0,139629325;0,128404983;0,097298011;NA;0,14696559
11.09.2018;-0,139629325;0,127344635;0,089722656;NA;0,14332205
12.09.2018;-0,139629325;0,125878213;0,083661679;NA;0,140212402
13.09.2018;-0,139629325;0,126878303;0,091012293;NA;0,139653716
14.09.2018;-0,139629325;0,151702166;0,135149577;NA;0,164415874
15.09.2018;-0,139629325;0,145814973;0,124182512;NA;0,159638519
16.09.2018;-0,139629325;0,143259588;0,117880174;NA;0,156703411
17.09.2018;-0,139629325;0,141937074;0,127143555;NA;0,165475727
18.09.2018;-0,139629325;0,14223231;0,12108717;NA;0,158464718
19.09.2018;-0,139629325;0,142089184;0,130983059;NA;0,158357521
20.09.2018;-0,139629325;0,141220305;0,120719985;NA;0,155699868
21.09.2018;-0,139629325;0,13872903;0,112431762;NA;0,152980176
22.09.2018;-0,139629325;0,142602973;0,129866342;NA;0,166128417
23.09.2018;-0,139629325;0,16241698;0,13284409;NA;0,176757649
27.09.2018;-0,139629325;0,14848625;0,119625329;NA;0,169173733
28.09.2018;-0,139629325;0,144762391;0,128115477;NA;0,164624103
30.09.2018;-0,139629325;0,140439111;0,10658042;NA;0,1590318
06.10.2018;-0,139629325;0,15878207;0,170774268;NA;0,180578325
09.10.2018;-0,139629325;0,163362726;0,162570127;NA;0,169238034
