FE_GW_INdt;SM1;SM2;SM3;SM4;SM5
31.01.2018;0,381608236;0,553898297;0,413284421;0,499899863;0,505121217
01.02.2018;0,396473865;0,553405232;0,426454235;0,510649337;0,505470412
02.02.2018;0,396921193;0,554209515;0,427330408;0,515864829;0,510791248
03.02.2018;0,393925777;0,550166846;0,424191322;0,51216897;0,508580996
04.02.2018;0,404321279;0,549750592;0,431289917;0,517337542;0,512847649
05.02.2018;0,386535994;0,545100661;0,41751683;0,526015168;0,51189673
06.02.2018;0,395474377;0,544813972;0,423218219;0,527605494;0,512360092
07.02.2018;0,368682875;0,542790419;0,404562697;0,51717478;0,506606566
08.02.2018;0,377419229;0,539854049;0,411157417;0,528682201;0,508558753
09.02.2018;0,405459494;0,544682662;0,433082651;0,547746431;0,527245293
10.02.2018;0,428657415;0,556801018;0,443971491;0,549109053;0,534461955
11.02.2018;0,446904816;0,579496103;0,454111291;0,555568357;0,538030584
12.02.2018;0,469752191;0,61366021;0,47125656;0,576004105;0,564980548
13.02.2018;0,441867389;0,600042009;0,452221423;0,559373707;0,554159295
14.02.2018;0,381122064;0,567544407;0,426939229;0,536909311;0,532441256
15.02.2018;0,271980883;0,565773266;0,431220317;0,537737757;0,531099951
16.02.2018;0,339554037;0,613514171;0,54472002;0,599024102;0,574689298
17.02.2018;0,439100998;0,618428219;0,506547837;0,600191231;0,572235011
18.02.2018;0,461134612;0,618748833;0,480222349;0,591179713;0,569624722
19.02.2018;0,440456298;0,613519362;0,465455531;0,566025359;0,557963998
20.02.2018;0,426414685;0,600323855;0,457316524;0,555629073;0,542748603
21.02.2018;0,43047975;0,591019939;0,452571896;0,54744143;0,535481126
22.02.2018;0,426917414;0,584830459;0,447779515;0,540706868;0,532243378
23.02.2018;0,419008485;0,575018169;0,44067725;0,536803496;0,527209293
24.02.2018;NA;0,567180648;0,436534455;0,533558506;0,520444724
25.02.2018;NA;0,561839729;0,424055178;0,526723528;0,498219896
26.02.2018;NA;0,554610009;0,40256323;0,513135493;0,488395159
27.02.2018;NA;0,547401102;0,387898528;0,501017904;0,481138072
28.02.2018;NA;0,543801981;0,382975468;0,488791478;0,476357524
01.03.2018;NA;0,53840797;NA;0,478704682;0,46917485
02.03.2018;NA;0,533887739;NA;0,469165818;0,460085923
03.03.2018;NA;0,540489255;0,315240342;0,49028304;0,460487572
04.03.2018;NA;0,576760711;0,392506987;0,552628596;0,507413682
05.03.2018;NA;0,607668285;0,452180878;0,578772006;0,526234685
06.03.2018;NA;0,609406715;0,459183273;0,569356282;0,531638328
07.03.2018;NA;0,598932847;0,437271801;0,554737851;0,540907462
08.03.2018;NA;0,582626957;0,419161884;0,540019412;0,525468514
09.03.2018;NA;0,570692468;0,405573891;0,528043335;0,510981274
10.03.2018;NA;0,565990531;0,402885791;0,526160383;0,506138724
11.03.2018;NA;0,566959406;0,406117613;0,531664147;0,515389918
12.03.2018;NA;0,568761548;0,416963591;0,546138937;0,526840734
13.03.2018;NA;0,562929036;0,402315686;0,539332972;0,526383632
14.03.2018;0,371094747;0,571277769;0,422031291;0,553933587;0,529604623
15.03.2018;0,372367831;0,571094858;0,40799308;0,545705555;0,528827909
16.03.2018;0,402787894;0,580343555;0,425180791;0,558133641;0,538820417
17.03.2018;0,389296037;0,570827823;0,413914481;0,54092866;0,531735404
18.03.2018;0,401080282;0,572492747;0,425038856;0,549809922;0,536513799
19.03.2018;0,403087857;0,574346216;0,422227655;0,551739719;0,540025566
20.03.2018;0,405147604;0,577831422;0,422268855;0,550664155;0,539114396
21.03.2018;0,417483126;0,596087205;0,438777521;0,561999901;0,548696263
22.03.2018;0,410075415;0,59516305;0,430053284;0,554017039;0,54708165
23.03.2018;0,414063626;0,596426696;0,434302101;0,556655805;0,546019047
24.03.2018;0,401494151;0,587817593;0,418694363;0,54527124;0,537288549
25.03.2018;0,388065343;0,570514866;0,405374385;0,533120374;0,525746883
26.03.2018;0,383334724;0,569972149;0,397585614;0,52797171;0,519015913
27.03.2018;0,386973604;0,56795286;0,398014835;0,528511671;0,516308319
28.03.2018;0,422130432;0,587811996;0,438478983;0,56578334;0,537510833
29.03.2018;0,470901066;0,636245663;0,460407121;0,594660965;0,569354485
30.03.2018;0,427557336;0,624838362;0,430603574;0,561354054;0,550833152
31.03.2018;0,423552837;0,616591667;0,430139801;0,56049957;0,54766864
01.04.2018;0,444701084;0,627273057;0,459549807;0,580494054;0,563551816
02.04.2018;0,444317518;0,640360736;0,451542585;0,574710004;0,56283489
03.04.2018;0,418863094;0,616445797;0,434683731;0,552466657;0,540955772
04.04.2018;0,398113626;0,589158478;0,413397389;0,531714124;0,522586283
05.04.2018;0,387167821;0,5744488;0,403940779;0,515386902;0,506559865
06.04.2018;0,396170193;0,574358597;0,419416256;0,524273742;0,505585704
07.04.2018;0,374347305;0,567657145;0,389216059;0,499874436;0,497307639
08.04.2018;0,350347013;0,557454821;0,363196903;0,469817367;0,482464301
09.04.2018;0,331335224;0,548171229;0,345246734;0,442782786;0,464051967
10.04.2018;0,320724127;0,53347646;0,33288365;0,421848099;0,445600892
11.04.2018;0,317877299;0,511614437;0,331279685;0,408185322;0,429169997
12.04.2018;0,309414026;0,485709982;0,322029194;0,397808373;0,418744659
13.04.2018;0,296064191;0,461387897;0,309790464;0,381662382;0,407302163
14.04.2018;0,279135218;0,440645093;0,293454809;0,363590993;0,392943435
15.04.2018;0,264685066;0,42589228;0,27943974;0,350314968;0,380848193
16.04.2018;0,260133021;0,418896429;0,288062751;0,349065014;0,372690858
17.04.2018;0,269798085;0,412306499;0,298783624;0,354511839;0,370350537
18.04.2018;0,260920078;0,397898492;0,280841364;0,343500879;0,363950784
19.04.2018;0,239001051;0,382282896;0,263478137;0,326583215;0,35441334
20.04.2018;0,217431043;0,367552573;0,245742808;0,306816777;0,344244232
21.04.2018;0,200516499;0,350739554;0,229233807;0,285585698;0,332929066
22.04.2018;0,187331457;0,331633977;0,214539474;0,266039774;0,319816785
23.04.2018;0,178140416;0,309872755;0,206268072;0,250015645;0,306276212
24.04.2018;0,173433938;0,292710457;0,202355309;0,242235351;0,296054259
25.04.2018;0,169468671;0,278386808;0,197518402;0,235967966;0,286042443
26.04.2018;0,168675106;0,270278039;0,216926453;0,232842267;0,279351099
27.04.2018;0,169470582;0,268298333;0,214937722;0,234586741;0,276590361
28.04.2018;0,165902478;0,262545047;0,203506393;0,231533955;0,270787064
29.04.2018;0,161455141;0,254539589;0,194796028;0,225558496;0,262759274
30.04.2018;0,156673123;0,24629518;0,193441473;0,219920943;0,253947389
01.05.2018;0,153441859;0,242037235;0,202952314;0,216798015;0,249448896
02.05.2018;0,15323481;0,240057659;0,195696962;0,216302571;0,247485992
03.05.2018;0,15283576;0,236564956;0,18979653;0,215559665;0,245095646
04.05.2018;0,151449736;0,23417314;0,186835969;0,214721084;0,242891915
05.05.2018;0,152126622;0,232776345;0,186205708;0,215229823;0,24211401
06.05.2018;0,149487294;0,227868336;0,181998378;0,212472876;0,238232559
07.05.2018;0,144628364;0,221471033;0,175234254;0,206544501;0,231250015
08.05.2018;0,140593498;0,216212553;0,169723404;0,201496326;0,225527169
09.05.2018;0,136317231;0,212231451;0,16471257;0,196603281;0,220308713
10.05.2018;0,134290066;0,209547011;0,161457408;0,19371978;0,216639395
11.05.2018;0,133515336;0,20839021;0,161315516;0,19422515;0,214783334
12.05.2018;0,133317941;0,207051911;0,160383254;0,193042365;0,212170012
13.05.2018;0,133084356;0,205738952;0,157755251;0,1916718;0,210174298
14.05.2018;0,157099226;0,199600733;0,171718284;0,198225872;0,212990797
15.05.2018;0,235571081;0,194918451;0,212841608;0,227507416;0,213036962
16.05.2018;0,271153216;0,197595212;0,281913013;0,297072217;0,267565735
17.05.2018;0,246363608;0,223240436;0,290328347;0,304618669;0,345278795
18.05.2018;0,233080603;0,297558355;0,264655147;0,293231186;0,342932127
19.05.2018;0,234746641;0,327077925;0,268527238;0,299407407;0,349060428
20.05.2018;0,241219715;0,355387773;0,283597153;0,310426195;0,359662911
21.05.2018;0,240132554;0,356031751;0,27893785;0,30691976;0,355979223
22.05.2018;0,242074357;0,363025074;0,278710263;0,308854466;0,363101286
23.05.2018;0,260429066;0,381606816;0,297834747;0,327494422;0,38244463
24.05.2018;0,262614071;0,385325368;0,299973771;0,332710131;0,383410015
25.05.2018;0,257220928;0,378378043;0,293821361;0,335663229;0,374670726
26.05.2018;0,246817502;0,370474114;0,27895581;0,326698831;0,363835452
27.05.2018;0,233149557;0,363212704;0,261907265;0,316786699;0,355197992
28.05.2018;0,228518112;0,357584936;0,249693375;0,321257194;0,352979187
29.05.2018;0,242628399;0,379706062;0,269246124;0,338414388;0,369751402
30.05.2018;0,289982424;0,476177971;0,32072211;0,370709273;0,418577885
31.05.2018;0,286525205;0,40218833;0,298805011;0,355387449;0,380857985
01.06.2018;0,295813857;0,411428563;0,313047527;0,369050645;0,394298881
02.06.2018;0,279704009;0,391418094;0,293747507;0,363977203;0,376178535
03.06.2018;0,259747549;0,378960863;0,273642101;0,354305241;0,365577988
04.06.2018;0,233148053;0,363252668;0,247125864;0,345862106;0,35502495
05.06.2018;0,208994996;0,340681299;0,236472712;0,328566776;0,344277401
06.06.2018;0,189479231;0,316358256;0,217158945;0,309985811;0,333832222
07.06.2018;0,18210191;0,303356621;0,214457261;0,29925527;0,327248642
08.06.2018;0,196563279;0,311580007;0,248489373;0,32761875;0,346595634
09.06.2018;0,223627097;0,333444707;0,295153015;0,368683437;0,374189046
10.06.2018;0,235061765;0,32173439;0,304535697;0,368684462;0,370771509
11.06.2018;0,215371387;0,308198867;0,272193852;0,351423029;0,36203972
12.06.2018;0,23286471;0,336158425;0,288696077;0,368156814;0,377606479
13.06.2018;0,311915345;0,609286635;0,370709699;0,427430213;0,494716031
14.06.2018;0,289733919;0,452841243;0,343926016;0,399314832;0,408166738
15.06.2018;0,266866053;0,426248301;0,323314115;0,381483164;0,385934978
16.06.2018;0,234772836;0,400541232;0,288729292;0,360584988;0,371316584
17.06.2018;0,225772037;0,383855452;0,29259578;0,353750526;0,361635359
18.06.2018;0,279217934;0,425132719;0,349024995;0,395922912;0,392239268
19.06.2018;0,251890417;0,407269017;0,324884022;0,375438863;0,37798688
20.06.2018;0,224671919;0,380891481;0,291577513;0,35617867;0,366622564
21.06.2018;0,199103623;0,347623938;0,254145461;0,335747469;0,354236373
22.06.2018;0,178077068;0,315874292;0,223339603;0,317116067;0,342418134
23.06.2018;0,168602537;0,293234361;0,207502033;0,301979057;0,332078964
24.06.2018;0,162610319;0,276831334;0,198512378;0,288376922;0,323171818
25.06.2018;0,169317126;0,268024394;0,253030657;0,278635515;0,318230262
26.06.2018;0,174409803;0,265976147;0,239987413;0,27412163;0,31385866
27.06.2018;0,175408057;0,266167325;0,222268696;0,267921052;0,309611056
28.06.2018;0,200187461;0,265099041;0,252389932;0,284885684;0,307014612
29.06.2018;0,243314489;0,266770277;0,313439407;0,337370404;0,310429468
30.06.2018;0,236918045;0,269585184;0,285482857;0,322422645;0,312774682
01.07.2018;0,226600583;0,270242949;0,253013583;0,301075304;0,3107897
02.07.2018;0,215843185;0,269989465;0,226540464;0,281537954;0,305754195
03.07.2018;0,20485962;0,268797449;0,209859187;0,265421461;0,299754206
04.07.2018;0,196788383;0,267875006;0,2010937;0,254953835;0,294490744
05.07.2018;0,189341895;0,266756141;0,195000239;0,246798386;0,289932026
06.07.2018;0,235784934;0,289163452;0,275212961;0,30376302;0,315434731
07.07.2018;0,244597413;0,330677025;0,288556287;0,327316659;0,341439257
08.07.2018;0,230077896;0,325560001;0,257851569;0,305768514;0,331578202
09.07.2018;0,218882693;0,316173105;0,23285627;0,287558589;0,321723099
10.07.2018;0,207662367;0,306876284;0,216543362;0,271898022;0,312119985
11.07.2018;0,227031092;0,300390348;0,234764816;0,267127793;0,305890506
12.07.2018;0,214242616;0,29202494;0,21768136;0,258613137;0,298443309
13.07.2018;0,199525772;0,281581307;0,202770741;0,247121077;0,290313215
14.07.2018;0,188224204;0,271727589;0,193255924;0,235130244;0,282042605
15.07.2018;0,180241401;0,263061377;0,186445248;0,224899558;0,273614178
16.07.2018;0,1741441;0,256204527;0,182851237;0,219018104;0,267367149
17.07.2018;0,168872556;0,250917191;0,180596009;0,213762665;0,263065854
18.07.2018;0,167601754;0,246932873;0,181434579;0,211198159;0,260336045
19.07.2018;0,16390723;0,242223953;0,178292782;0,207206192;0,254108758
20.07.2018;0,159835457;0,237110286;0,174278997;0,202513148;0,247202683
21.07.2018;0,156602282;0,234091693;0,203123275;0,199623496;0,244148603
22.07.2018;0,174070948;0,233719605;0,286340826;0,204997517;0,243752601
23.07.2018;0,228708085;0,224633451;0,28998026;0,25734408;0,227668249
24.07.2018;0,207849314;0,225966608;0,249868456;0,246755119;0,233122119
25.07.2018;0,191340718;0,227398891;0,239758387;0,23688277;0,235938948
26.07.2018;0,186215443;0,228783618;0,262249608;0,243548146;0,23614995
27.07.2018;0,181297583;0,229222165;0,225536527;0,233970596;0,235287384
28.07.2018;0,171861352;0,228958781;0,201608903;0,222694176;0,233993538
29.07.2018;0,165932391;0,229156622;0,188886867;0,215145609;0,233127276
30.07.2018;0,159099535;0,227353383;0,178840216;0,206190919;0,230807586
31.07.2018;0,153486285;0,224646406;0,171641979;0,199142331;0,227656808
01.08.2018;0,1494428;0,221708247;0,183912797;0,19448221;0,224710337
02.08.2018;0,148060404;0,220864574;0,226243839;0,192449938;0,225519947
03.08.2018;0,146499601;0,220432143;0,195745784;0,192437232;0,223660347
04.08.2018;0,142838385;0,218100243;0,175779412;0,189408612;0,2201949
05.08.2018;0,13937317;0,216087439;0,165137257;0,186667617;0,21767046
06.08.2018;0,135938596;0,213576713;0,158857333;0,183789218;0,213410285
07.08.2018;0,132310696;0,211666076;0,154275073;0,18067799;0,210255798
08.08.2018;0,129424593;0,208487989;0,150735451;0,178016738;0,206887216
09.08.2018;0,127474049;0,206925056;0,148788941;0,176256891;0,204608493
10.08.2018;0,134291455;0,204191663;0,163263552;0,174299558;0,212269474
11.08.2018;0,145163529;0,201316178;0,173752121;0,181758357;0,210284693
12.08.2018;0,145962771;0,201817025;0,16767971;0,184695331;0,208688643
13.08.2018;0,147062847;0,201722135;0,190476748;0,194395784;0,232912613
14.08.2018;0,180940766;0,201982104;0,248331349;0,229813546;0,263341578
15.08.2018;0,19133629;0,202240585;0,234948225;0,235800743;0,25851818
16.08.2018;0,181913033;0,202264691;0,211956355;0,22552878;0,2536613
17.08.2018;0,171405154;0,202678349;0,193908461;0,215497899;0,248411458
18.08.2018;0,161960783;0,20334475;0,180365469;0,20713421;0,243336413
19.08.2018;0,153008745;0,203625375;0,170109137;0,199748034;0,237882649
20.08.2018;0,145022776;0,203782947;0,162398248;0,192801859;0,232048452
21.08.2018;0,137755838;0,203162511;0,156101144;0,186320364;0,225761791
22.08.2018;0,132514421;0,202742673;0,150966831;0,180889521;0,219423173
23.08.2018;0,127837351;0,2025835;0,150725157;0,17632971;0,213859588
24.08.2018;0,12589177;0,200711094;0,16679107;0,171982732;0,210484405
25.08.2018;0,127342258;0,198686328;0,1996262;0,165638914;0,210308168
26.08.2018;0,145880282;0,198279915;0,206638678;0,184529097;0,209936117
27.08.2018;0,143674795;0,196206662;0,182988913;0,184477315;0,208801209
28.08.2018;0,139335761;0,198565005;0,168812975;0,183765831;0,208763843
29.08.2018;0,135828309;0,198512163;0,17808428;0,182437975;0,217004348
30.08.2018;0,167976558;0,191292973;0,252946963;0,225191093;0,300474607
31.08.2018;0,191242786;0,177833579;0,278940969;0,258399104;0,323089975
01.09.2018;0,207624393;0,163456157;0,282752861;0,272189707;0,339783882
02.09.2018;0,190310434;0,166089752;0,255311855;0,261286525;0,328435249
03.09.2018;0,182533999;0,169902897;0,239846236;0,255900549;0,318316307
04.09.2018;0,177156148;0,173187129;0,231614633;0,25117512;0,312670717
05.09.2018;0,173888396;0,177334707;0,22356053;0,245906113;0,307440181
06.09.2018;0,174705134;0,180536018;0,225188926;0,245668223;0,317353886
07.09.2018;0,203846982;0,18022631;0,275392643;0,279202946;0,365302229
08.09.2018;0,193236402;0,18320291;0,252940114;0,265186298;0,35466336
09.09.2018;0,182852856;0,185660007;0,232289779;0,252370813;0,346582551
10.09.2018;0,181339608;0,18760948;0,214985033;0,242328746;0,340472555
11.09.2018;0,181127979;0,189567518;0,202017871;0,232950107;0,334525345
12.09.2018;0,173571101;0,19172154;0,192027129;0,230323585;0,327526585
13.09.2018;0,171336702;0,192137528;0,210647698;0,258080201;0,333903124
14.09.2018;0,224500065;0,193148317;0,294259324;0,330045338;0,374135497
15.09.2018;0,213709089;0,200035037;0,281672082;0,325383478;0,360139677
16.09.2018;0,206642887;0,205296012;0,281843346;0,325998401;0,353044474
17.09.2018;0,214359558;0,208412456;0,306369004;0,328895224;0,352048171
18.09.2018;0,207521056;0,211162623;0,295060268;0,321827137;0,348400171
19.09.2018;0,221281337;0,214010403;0,305755117;0,32724224;0,346341515
20.09.2018;0,213914531;0,215761656;0,287190022;0,321554976;0,343345394
21.09.2018;0,212520542;0,21660716;0,276593916;0,311042227;0,340111903
22.09.2018;0,250630401;0,218139799;0,315979767;0,328953402;0,337808282
23.09.2018;0,297865479;0,243850585;0,341251719;0,374430278;0,366293479
24.09.2018;0,290605758;0,269663463;0,331916319;0,375717114;0,37686221
25.09.2018;0,272618616;0,269712285;0,315987146;0,355563568;0,361787119
26.09.2018;0,261158643;0,270099985;0,304751536;0,341555037;0,354679963
27.09.2018;0,247938769;0,271431838;0,293323137;0,344880636;0,350282771
28.09.2018;0,238328128;0,271287724;0,282618402;0,347431063;0,34772731
29.09.2018;0,229838847;0,271237711;0,271887887;0,347605085;0,344809023
30.09.2018;0,220174414;0,268292257;0,263182613;0,335986871;0,340034078
01.10.2018;0,283573606;0,296155389;0,325312057;0,386337693;0,361831583
02.10.2018;0,302199972;0,302892149;0,325285175;0,410389841;0,37027754
03.10.2018;0,299943008;0,297476681;0,314542086;0,397549367;0,362064943
04.10.2018;0,285741304;0,293612861;0,303705525;0,388751576;0,357753456
05.10.2018;0,267303603;0,287137831;0,292560192;0,380490058;0,35330483
06.10.2018;0,250363914;0,282026662;0,283152223;0,373242002;0,350651684
07.10.2018;0,239576594;0,281003699;0,275549404;0,367948496;0,346736535
08.10.2018;0,236488612;0,279048806;0,268865702;0,364398066;0,344049835
09.10.2018;0,229525897;0,278363562;0,26607306;0,362698844;0,342980062
