GW_EB_INdt;SM1;SM2;SM3;SM4;SM5
26.10.2017;0,317247979;0,332536383;0,393413635;0,437281082;0,450202518
27.10.2017;0,356190477;0,351655056;0,443183189;0,481744474;0,496530731
28.10.2017;0,343142673;0,341324658;0,412717727;0,457157795;0,471023495
29.10.2017;0,367840862;0,355679939;0,455021;0,489891834;0,510395763
30.10.2017;0,351537692;0,340248311;0,415828935;0,462933807;0,479215287
31.10.2017;0,339621667;0,332114954;0,404201338;0,446625256;0,465596255
01.11.2017;0,337444857;0,330762951;0,402799081;0,446573553;0,460737295
02.11.2017;0,336584707;0,332786782;0,401746549;0,449564847;0,457343065
03.11.2017;0,348400757;0,342821557;0,42287771;0,469564412;0,468274776
04.11.2017;0,343010425;0,336971968;0,409935717;0,463674212;0,463271082
05.11.2017;0,362035395;0,346408805;0,444032818;0,49013634;0,490321644
06.11.2017;0,367409935;0,354918983;0,450514005;0,50077294;0,499330727
07.11.2017;0,365741119;0,348112071;0,449111401;0,502222357;0,494951935
08.11.2017;0,356926879;0,346107926;0,432825205;0,474043345;0,480136142
09.11.2017;0,346454625;0,33786129;0,41807529;0,452902958;0,467832789
10.11.2017;0,348979111;0,338102346;0,424711002;0,454937381;0,466766984
11.11.2017;0,377735278;0,360290911;0,476275317;0,500147355;0,501741414
12.11.2017;0,391057437;0,366700346;0,501474322;0,520647013;0,5199021
13.11.2017;0,362007178;0,347578348;0,450303899;0,479349194;0,484949354
14.11.2017;0,354767288;0,343180519;0,443899648;0,4761171;0,478365266
15.11.2017;0,346281152;0,33847849;0,432821217;0,466015167;0,470516395
16.11.2017;0,340616484;0,334398498;0,426330908;0,459284129;0,46244751
17.11.2017;0,340415102;0,332705226;0,422930578;0,458316617;0,46087236
18.11.2017;0,34772117;0,335883626;0,432918668;0,474423839;0,491732158
19.11.2017;0,349229695;0,339160202;0,437959149;0,471322048;0,486570233
20.11.2017;0,345959926;0,335661474;0,432158446;0,464813415;0,480565017
21.11.2017;0,354731345;0,345255856;0,449953561;0,490612206;0,504261262
22.11.2017;0,351354724;0,340527325;0,43439541;0,459981208;0,484376476
23.11.2017;0,343729734;0,334252572;0,419249192;0,43443468;0,474049795
24.11.2017;0,33903797;0,334254163;0,417126025;0,425935196;0,472372786
25.11.2017;0,356123235;0,346764969;0,468694893;0,47871641;0,495629252
26.11.2017;0,350372439;0,345208593;0,448794588;0,471086869;0,486811657
27.11.2017;0,344189596;0,340833014;0,438511861;0,463392626;0,480358936
28.11.2017;0,339949389;0,337401584;0,431987025;0,457804459;0,474529216
29.11.2017;0,339417181;0,338911189;0,43369784;0,457224901;0,4715322
30.11.2017;0,340834287;0,339702023;0,436152548;0,460925807;0,473241523
01.12.2017;0,339107576;0,338316983;0,433000619;0,459611243;0,471343429
02.12.2017;0,336435719;0,335945556;0,428533426;0,456433932;0,468071719
03.12.2017;0,333631275;0,333202689;0,423352917;0,454582484;0,465164397
04.12.2017;NA;0,333617862;0,423527414;0,457761413;0,465063439
05.12.2017;NA;0,336764174;0,429161026;0,462234958;0,469049412
06.12.2017;NA;0,331416138;0,416124678;0,450580585;0,463580956
07.12.2017;NA;0,325350984;0,384000577;0,416911184;0,452646902
08.12.2017;NA;0,32380013;0,363209854;0,405368079;0,464339117
09.12.2017;NA;0,323335142;0,408571422;0,448458976;0,473852697
10.12.2017;NA;0,327406018;0,417413355;0,457594107;0,477255904
11.12.2017;NA;0,329415022;0,456326493;0,495571599;0,500293275
12.12.2017;0,335678924;0,34690786;0,480375974;0,510067782;0,511856051
13.12.2017;0,326080712;0,339954857;0,439648804;0,469451714;0,48525653
14.12.2017;0,317071436;0,3384966;0,429419534;0,457461263;0,476947184
15.12.2017;0,323505209;0,337888717;0,435669743;0,464455442;0,478810571
16.12.2017;0,321247047;0,337100522;0,429475094;0,459316878;0,475614087
17.12.2017;0,322718327;0,33669307;0,430389213;0,460882642;0,475402664
18.12.2017;0,324772346;0,33727518;0,431524056;0,462261967;0,476264457
19.12.2017;0,325989097;0,337499512;0,431140455;0,462722104;0,476172737
20.12.2017;0,327255025;0,337387077;0,431793959;0,46430926;0,476322996
21.12.2017;0,327967807;0,339353307;0,432749111;0,465443385;0,481331637
22.12.2017;0,331900115;0,341945776;0,439427162;0,476495248;0,498164682
23.12.2017;0,340516616;0,342944968;0,439908541;0,477455493;0,495270564
24.12.2017;0,335623685;0,339095647;0,432939638;0,467278435;0,483906845
25.12.2017;0,322837348;0,333909885;0,420758386;0,453754106;0,47369935
26.12.2017;0,313011974;0,328486513;0,410557487;0,44447922;0,466003114
27.12.2017;0,307328726;0,325676977;0,405721893;0,439151715;0,461942073
28.12.2017;0,310797129;0,327349824;0,412521406;0,444311714;0,463065573
29.12.2017;0,314467031;0,3286007;0,418105012;0,449880929;0,46651515
30.12.2017;0,318205143;0,332834833;0,4258514;0,454139916;0,473719448
31.12.2017;0,331918699;0,337344724;0,453291919;0,46970621;0,488018878
01.01.2018;0,336342122;0,339088201;0,443954049;0,468025462;0,483012287
02.01.2018;0,33546276;0,338769838;0,441129777;0,466109778;0,480103211
03.01.2018;0,352975848;0,349037948;0,47078799;0,488825394;0,505935507
04.01.2018;0,351462475;0,353182758;0,466774376;0,491780308;0,509847668
05.01.2018;0,356417237;0,353925592;0,465478958;0,490444486;0,503262252
06.01.2018;0,34439566;0,344964348;0,443526317;0,476021118;0,48871092
07.01.2018;0,339073567;0,340654889;0,435077145;0,469214292;0,48157863
08.01.2018;0,335541453;0,338553976;0,42933503;0,464684494;0,475311395
09.01.2018;0,338475535;0,338962188;0,428548254;0,464642787;0,472765496
10.01.2018;0,336468636;0,338254762;0,428620098;0,464135483;0,472518605
11.01.2018;0,325841759;0,336008606;0,419622676;0,452211053;0,465302652
12.01.2018;0,327537508;0,33684943;0,424805542;0,456707769;0,466427513
13.01.2018;0,330318121;0,335496273;0,424975329;0,460624842;0,46938963
14.01.2018;0,321091881;0,332400157;0,413438023;0,448095121;0,463177263
15.01.2018;0,309512489;0,327995673;0,400748645;0,435949247;0,456828051
16.01.2018;0,324634325;0,33498997;0,431368368;0,457602552;0,4697227
17.01.2018;0,353351173;0,349295477;0,463295438;0,496658149;0,500475181
18.01.2018;0,351730175;0,346128393;0,451375145;0,485075057;0,490656829
19.01.2018;0,362014274;0,352681866;0,462816123;0,493478965;0,505686249
20.01.2018;0,355860301;0,349076979;0,452609241;0,48381733;0,494281878
21.01.2018;0,358502361;0,351243739;0,452830398;0,488371973;0,504852046
22.01.2018;0,358288815;0,350932475;0,451875776;0,489602182;0,507665703
23.01.2018;0,359062788;0,351948633;0,453015591;0,491847727;0,510009652
24.01.2018;0,357455559;0,350532626;0,449927811;0,47960111;0,494405565
25.01.2018;0,356458582;0,349572762;0,448545005;0,476193044;0,48848436
26.01.2018;0,355686199;0,348941204;0,448317853;0,475915334;0,483169344
27.01.2018;0,355034973;0,348392283;0,448456111;0,475552661;0,479982566
28.01.2018;0,3543595;0,347232779;0,447302092;0,475267765;0,47965917
29.01.2018;0,354015725;0,346118526;0,445839339;0,475548396;0,479750429
30.01.2018;0,35418991;0,346124593;0,445066575;0,475800464;0,479778553
31.01.2018;0,354423515;0,344876514;0,442673634;0,476095387;0,480260401
01.02.2018;0,353473026;0,346553106;0,44405373;0,476142942;0,480265064
02.02.2018;0,352502219;0,346925089;0,44368278;0,475742522;0,479748794
03.02.2018;0,351089331;0,347091122;0,443230886;0,474926413;0,478351861
04.02.2018;0,348595669;0,34616846;0,441357874;0,470645428;0,469899626
05.02.2018;0,346403582;0,3451093;0,437791248;0,466933592;0,465335355
06.02.2018;0,342942339;0,343484131;0,434026168;0,463491811;0,462434657
07.02.2018;0,338788166;0,341287547;0,429547786;0,459706318;0,459530241
08.02.2018;0,336654449;0,339444721;0,426956338;0,460107916;0,457838244
09.02.2018;0,337371115;0,338951243;0,426612538;0,460471193;0,458202755
10.02.2018;0,338297427;0,339097571;0,426803405;0,46076377;0,458613946
11.02.2018;0,338592265;0,34102607;0,430342961;0,46100036;0,458788598
12.02.2018;0,33957739;0,342107377;0,431775314;0,461677317;0,457334422
13.02.2018;0,34176369;0,343410569;0,433349314;0,463586017;0,457908779
14.02.2018;0,342032774;0,343995592;0,433959217;0,463965873;0,458890369
15.02.2018;0,340159311;0,343392921;0,431790556;0,464296642;0,463699407
16.02.2018;0,359207813;0,357053808;0,444323519;0,480973028;0,487024488
17.02.2018;0,356248838;0,354755771;0,443896132;0,475597641;0,476963502
18.02.2018;0,353874456;0,352580104;0,443050199;0,475317906;0,474418813
19.02.2018;0,352021626;0,351658844;0,442467548;0,473490772;0,470978248
20.02.2018;0,35079045;0,350688904;0,441737904;0,4730981;0,469713566
21.02.2018;0,349438447;0,349793725;0,440036412;0,471652785;0,468332363
22.02.2018;0,348095844;0,349292501;0,439141241;0,468747697;0,464876213
23.02.2018;0,346671752;0,348560233;0,438445136;0,465514043;0,462467862
24.02.2018;0,344957863;0,34772644;0,437517553;0,463350097;0,460467121
25.02.2018;0,343898838;0,347223031;0,436623443;0,461718636;0,459531416
26.02.2018;0,342501796;0,346379137;0,434463756;0,460105288;0,458148513
27.02.2018;0,33940752;0,344852556;0,43097825;0,456234738;0,455527879
28.02.2018;0,332677566;0,342116016;0,424543337;0,451233009;0,452287961
01.03.2018;0,324680153;0,339141421;0,414113081;0,446376894;0,44858977
02.03.2018;0,319794126;0,336983993;0,406361683;0,44274883;0,449315069
03.03.2018;0,315473158;0,33549576;0,402969521;0,441441954;0,448245313
04.03.2018;0,31676224;0,333783991;0,402971923;0,446289689;0,451657599
05.03.2018;0,323328564;0,334602813;0,424155539;0,461460383;0,465216715
06.03.2018;0,337495734;0,341223681;0,448479786;0,474162225;0,472426559
07.03.2018;0,345641672;0,346104817;0,450806383;0,476262472;0,473001194
08.03.2018;0,354659083;0,34829081;0,459167359;0,478335569;0,475508301
09.03.2018;0,365179308;0,351947576;0,462505275;0,483105977;0,477039568
10.03.2018;0,3745711;0,358407245;0,470147918;0,494739236;0,483459319
11.03.2018;0,377489886;0,357135752;0,47063786;0,500757776;0,486858116
12.03.2018;0,388001748;0,362156128;0,484089221;0,510803526;0,495390929
13.03.2018;0,396354645;0,364932958;0,485917657;0,511261368;0,498316383
14.03.2018;0,407146375;0,369022829;0,496579905;0,521294438;0,509202798
15.03.2018;0,395690612;0,360523342;0,480930282;0,511153685;0,504443841
16.03.2018;0,402476782;0,368270719;0,492271621;0,520996891;0,510660253
17.03.2018;0,402480407;0,366578607;0,488332984;0,520648886;0,507883663
18.03.2018;0,376076576;0,357542345;0,462787747;0,496587778;0,488442439
19.03.2018;0,36649372;0,350032206;0,451015195;0,486551052;0,477391378
20.03.2018;0,362004743;0,347607143;0,446575134;0,482430929;0,474296609
21.03.2018;0,357969198;0,345261077;0,440897239;0,478028557;0,4712789
22.03.2018;0,353361324;0,343182988;0,434541313;0,472171966;0,466979971
23.03.2018;0,353596309;0,343830192;0,434572908;0,471038515;0,465227093
24.03.2018;0,378102994;0,351279776;0,456781016;0,491690219;0,476947942
25.03.2018;0,39678351;0,359033052;0,47435403;0,51403987;0,498150502
26.03.2018;0,381206515;0,356970431;0,462307004;0,499445962;0,48879147
27.03.2018;0,390661921;0,360228424;0,473648306;0,510217635;0,493600389
28.03.2018;0,409456242;0,369848974;0,486928827;0,523376613;0,505622565
29.03.2018;0,41284002;0,372081839;0,497196992;0,53199923;0,512514629
30.03.2018;0,408110701;0,366296013;0,488058789;0,525328834;0,514368591
31.03.2018;0,41363023;0,373482921;0,497587098;0,530332643;0,517354511
01.04.2018;0,393159824;0,366762013;0,485086486;0,519848281;0,507506568
02.04.2018;0,419448485;0,371113273;0,501016827;0,543846078;0,529477674
03.04.2018;0,384186199;0,362157319;0,461566612;0,533190533;0,524842113
04.04.2018;0,344205523;0,348088967;0,425873544;0,474615288;0,483440276
05.04.2018;0,339085044;0,346156835;0,425600048;0,470876527;0,475187745
06.04.2018;0,338782813;0,346664154;0,42938285;0,471040686;0,476106967
07.04.2018;0,320973576;0,339805695;0,404851303;0,453605703;0,462001382
08.04.2018;0,301857189;0,335551164;0,379237769;0,435886216;0,449461133
09.04.2018;0,283558974;0,33011595;0,359811824;0,418846555;0,435820022
10.04.2018;0,268915867;0,327305122;0,346160609;0,400638345;0,423605395
11.04.2018;0,245040559;0,322878552;0,32608164;0,375187539;0,409329961
12.04.2018;0,223608697;0,317542642;0,311207274;0,356856392;0,395259522
13.04.2018;0,208547666;0,313198762;0,300514877;0,340951622;0,380220125
14.04.2018;0,192254809;0,307680607;0,280629796;0,317572766;0,365750579
15.04.2018;0,176223755;0,301027132;0,259956728;0,296302394;0,350913264
16.04.2018;0,265261549;0,305447414;0,353638947;0,409781671;0,40216234
17.04.2018;0,26787737;0,316173401;0,344036923;0,412542631;0,418519126
18.04.2018;0,234864049;0,31235236;0,312347195;0,373584524;0,396668324
19.04.2018;0,20167358;0,303738625;0,271387589;0,32857978;0,373417872
20.04.2018;0,174060964;0,290245803;0,230623373;0,279539098;0,349165862
21.04.2018;0,153730858;0,272780085;0,196518236;0,247187593;0,325535519
22.04.2018;0,139506163;0,254710714;0,178765359;0,227421113;0,30600302
23.04.2018;0,130919361;0,238107065;0,175211909;0,211651063;0,289472503
24.04.2018;0,130226011;0,227678558;0,212147278;0,211343622;0,281250947
25.04.2018;0,123350419;0,215150929;0,17458752;0,200671729;0,266415272
26.04.2018;0,123978197;0,206413276;0,233672322;0,207855596;0,259311577
27.04.2018;0,126804942;0,195206812;0,211704408;0,211704026;0,260114147
28.04.2018;0,120242619;0,188732248;0,175034294;0,200986904;0,25107616
29.04.2018;0,112663181;0,185554095;0,15684323;0,192266263;0,237148791
30.04.2018;0,10598662;0,18064562;0,147897557;0,185095336;0,22429421
01.05.2018;0,100804481;0,175752937;0,142418831;0,179424635;0,216673777
02.05.2018;0,101120955;0,173637641;0,14131056;0,178728806;0,21301175
03.05.2018;0,099020867;0,171239068;0,139440374;0,1763518;0,208923644
04.05.2018;0,102058472;0,170031006;0,147516632;0,195403764;0,213566008
05.05.2018;0,104128486;0,170377968;0,153874827;0,190796726;0,212477826
06.05.2018;0,103038128;0,169747496;0,15226188;0,184150283;0,208296672
07.05.2018;0,098101845;0,165364275;0,138064509;0,175335096;0,199552977
08.05.2018;0,092488744;0,160279368;0,131400775;0,169879174;0,191718981
09.05.2018;0,088275899;0,156036542;0,140362286;0,171738716;0,186530551
10.05.2018;0,0912442;0,152941466;0,178493828;0,196893242;0,187795493
11.05.2018;0,094936885;0,149127951;0,179793995;0,206425513;0,188826306
12.05.2018;0,093562795;0,14985626;0,160404727;0,18833782;0,187397251
13.05.2018;0,092994066;0,148927422;0,161967123;0,18128952;0,186089306
14.05.2018;0,114519894;0,157641885;0,19633532;0,208787389;0,209311484
15.05.2018;0,222982454;0,27471282;0,27190426;0,293277924;0,320547831
16.05.2018;0,237339776;0,311472094;0,285204232;0,311056797;0,334878542
17.05.2018;0,240404888;0,31466255;0,284955547;0,31346568;0,33997524
18.05.2018;0,240247487;0,314361447;0,282485289;0,311790924;0,339064374
19.05.2018;0,256467921;0,328613344;0,300092612;0,325214874;0,35472188
20.05.2018;0,253314045;0,328745141;0,301789889;0,321510807;0,350944216
21.05.2018;0,248347951;0,320526408;0,297184581;0,315592265;0,350468211
22.05.2018;0,261225422;0,327553824;0,30009946;0,321972498;0,36172114
23.05.2018;0,275200655;0,34055397;0,309442484;0,333575096;0,36717652
24.05.2018;0,271736186;0,337283722;0,308138361;0,332006239;0,362715081
25.05.2018;0,262047276;0,329744356;0,306125656;0,323757734;0,353998086
26.05.2018;0,247839313;0,32060193;0,298436987;0,31115669;0,346133955
27.05.2018;0,232011599;0,307248093;0,284115693;0,296179225;0,337547431
28.05.2018;0,22125975;0,298571428;0,264294846;0,281452345;0,32954176
29.05.2018;0,204930497;0,290936195;0,235702232;0,258441387;0,317826332
30.05.2018;0,220221099;0,291452827;0,288343956;0,277530062;0,317949067
31.05.2018;0,223195402;0,291587475;0,311043929;0,299198694;0,329818949
01.06.2018;0,244376222;0,317282547;0,331138664;0,339004619;0,362182615
02.06.2018;0,227965799;0,30688618;0,318845541;0,322623499;0,35145934
03.06.2018;0,211883786;0,297710055;0,292491362;0,296635259;0,339453815
04.06.2018;0,192858304;0,285433264;0,248447547;0,264239658;0,324346754
05.06.2018;0,178599669;0,272710124;0,227333166;0,247002089;0,308492161
06.06.2018;0,166041558;0,263346789;0,261353822;0,262635098;0,298548169
07.06.2018;0,165747142;0,261173387;0,312450967;0,306357958;0,307846212
08.06.2018;0,165176833;0,2574839;0,308068924;0,30014358;0,306260614
09.06.2018;0,161334402;0,25113583;0,306485996;0,300490447;0,301659758
10.06.2018;0,167357979;0,246772986;0,324586144;0,342453249;0,32175628
11.06.2018;0,183078891;0,241887422;0,309606819;0,327590562;0,331026027
12.06.2018;0,215642035;0,289543527;0,302100936;0,346977659;0,356790426
13.06.2018;0,266324694;0,362825369;0,337300366;0,387522584;0,392533315
14.06.2018;0,2512186;0,345445153;0,32164941;0,367035559;0,374400264
15.06.2018;0,242061432;0,332711583;0,30935388;0,351562864;0,362032995
16.06.2018;0,227122354;0,321837405;0,280570928;0,317119334;0,347330456
17.06.2018;0,215577245;0,31480386;0,270128006;0,306204436;0,342414789
18.06.2018;0,263410007;0,353223305;0,334299632;0,377174886;0,385322913
19.06.2018;0,248714066;0,339594643;0,328451513;0,354524955;0,366737916
20.06.2018;0,232834285;0,327795211;0,306476465;0,319763036;0,351359065
21.06.2018;0,218564284;0,319261649;0,283393625;0,293471993;0,342290224
22.06.2018;0,262949865;0,351904954;0,337862656;0,373224193;0,385950801
23.06.2018;0,246839434;0,336464645;0,323841714;0,352286469;0,367950645
24.06.2018;0,23416716;0,327962199;0,307824288;0,327413719;0,356457805
25.06.2018;0,243117644;0,334299627;0,33289316;0,362869667;0,369194873
26.06.2018;0,238329663;0,329972725;0,32548032;0,360987724;0,369471575
27.06.2018;0,23966421;0,332944413;0,331400436;0,365303506;0,370557375
28.06.2018;0,283346197;0,36000195;0,369473092;0,404489274;0,402731645
29.06.2018;0,275651455;0,359463091;0,355684294;0,390955833;0,393752784
30.06.2018;0,258549956;0,348559761;0,341189408;0,370774241;0,3790395
01.07.2018;0,244098245;0,340497515;0,318435978;0,34489864;0,368684965
02.07.2018;0,228017399;0,3314474;0,281251284;0,304607929;0,355689421
03.07.2018;0,213744826;0,326294158;0,256678446;0,275499801;0,345892362
04.07.2018;0,20663474;0,322655116;0,259608726;0,267871849;0,34001407
05.07.2018;0,214132459;0,320715774;0,282751051;0,284029739;0,336383278
06.07.2018;0,289068035;0,366257086;0,359454198;0,398443726;0,391626875
07.07.2018;0,270067235;0,364388574;0,346648206;0,387761263;0,394260469
08.07.2018;0,253624648;0,351035478;0,335482433;0,369489809;0,379287344
09.07.2018;0,242616156;0,34349972;0,311166287;0,346049927;0,369802527
10.07.2018;0,225395935;0,335272819;0,287990643;0,315343182;0,35943278
11.07.2018;0,256719151;0,343578512;0,342012714;0,378582293;0,376314287
12.07.2018;0,237211503;0,338039323;0,317081643;0,354053975;0,370181501
13.07.2018;0,218549498;0,329818458;0,280667341;0,317598211;0,357470714
14.07.2018;0,197774192;0,319070986;0,244384822;0,279356182;0,341321115
15.07.2018;0,251754786;0,337432055;0,323382666;0,361988794;0,36638359
16.07.2018;0,257805202;0,345800458;0,339110459;0,383910376;0,383555178
17.07.2018;0,234813425;0,335197842;0,324118299;0,359202947;0,372006968
18.07.2018;0,219289315;0,324935085;0,31046303;0,333081435;0,360319582
19.07.2018;0,191221043;0,306306952;0,260103898;0,286825967;0,340964561
20.07.2018;0,166121385;0,283142546;0,218843158;0,253287811;0,321437551
21.07.2018;0,164537627;0,272354393;0,287992456;0,276526481;0,315478953
22.07.2018;0,248023038;0,272714767;0,340569206;0,382547084;0,36672337
23.07.2018;0,28075076;0,356167439;0,34703903;0,399670332;0,405895499
24.07.2018;0,254569195;0,347730836;0,321652945;0,366499565;0,381014871
25.07.2018;0,215911924;0,319097238;0,27519676;0,30962747;0,3591889
26.07.2018;0,191503548;0,296946019;0,259950708;0,279341608;0,347651985
27.07.2018;0,167646603;0,277635965;0,20714305;0,255048744;0,330523509
28.07.2018;0,144903179;0,256264238;0,182561859;0,238975951;0,309033178
29.07.2018;0,130344423;0,238939358;0,204657541;0,226558744;0,29136549
30.07.2018;0,113169457;0,215906357;0,173190839;0,213267877;0,270324961
31.07.2018;0,096184295;0,195625893;0,155399969;0,199691879;0,2498593
01.08.2018;0,084625434;0,181609838;0,14565693;0,189345211;0,235036166
02.08.2018;0,073216867;0,173667304;0,157579782;0,165471471;0,235791444
03.08.2018;0,122114899;0,204192686;0,184802602;0,18361992;0,315329816
04.08.2018;0,096563662;0,182056045;0,158062388;0,167327007;0,283277624
05.08.2018;0,077751415;0,167933384;0,142256842;0,154535122;0,257681228
06.08.2018;0,068543517;0,159293767;0,133825314;0,143171362;0,238020155
07.08.2018;0,058442241;0,145861502;0,123355576;0,129042887;0,211446099
08.08.2018;0,060824867;0,139787607;0,145333213;0,120610335;0,208346042
09.08.2018;0,133480324;0,158267724;0,198987552;0,152841236;0,280697867
10.08.2018;0,2074941;0,254358763;0,253472699;0,218334621;0,350082447
11.08.2018;0,185683096;0,245643069;0,233814711;0,213031804;0,344523415
12.08.2018;0,172964887;0,235945922;0,229786777;0,203834787;0,331677288
13.08.2018;0,16229289;0,228701001;0,241804855;0,200025046;0,328538921
14.08.2018;0,189407396;0,23641963;0,271022832;0,228044991;0,349675522
15.08.2018;0,181087498;0,242989125;0,260518337;0,223504074;0,354514673
16.08.2018;0,167678208;0,231464086;0,246065174;0,212123153;0,342940695
17.08.2018;0,151282467;0,21901505;0,222140267;0,198895728;0,329656162
18.08.2018;0,13458843;0,209658578;0,19802589;0,185150204;0,312370273
19.08.2018;0,116489348;0,215247594;0,176328516;0,177193352;0,290984799
20.08.2018;0,099951118;0,205071926;0,157876545;0,166371626;0,268358232
21.08.2018;0,084405126;0,196060809;0,144822951;0,150227699;0,247878317
22.08.2018;0,077455061;0,186884528;0,134642451;0,134606418;0,22835117
23.08.2018;0,133128978;0,246576702;0,186242767;0,164692594;0,287153492
24.08.2018;0,206885694;0,316311714;0,255363537;0,269424113;0,355444838
25.08.2018;0,216519798;0,329496472;0,269822239;0,31576278;0,364124531
26.08.2018;0,22023774;0,347098327;0,267127354;0,318276056;0,366596902
27.08.2018;0,204256629;0,33506136;0,256710561;0,301964521;0,350975843
28.08.2018;0,196616943;0,337916811;0,244202995;0,284052593;0,34035015
29.08.2018;0,208801775;0,354633154;0,244143271;0,281075963;0,346713859
30.08.2018;0,258125187;0,384919356;0,289163152;0,335906307;0,382271676
31.08.2018;0,272168704;0,390978852;0,310857184;0,357826204;0,386818297
01.09.2018;0,277488041;0,391259298;0,330647801;0,362818005;0,386021066
02.09.2018;0,256155581;0,372182055;0,327689764;0,355114598;0,369238406
03.09.2018;0,2506042;0,364034145;0,322743314;0,350714195;0,362322285
04.09.2018;0,25318678;0,3609346;0,332860425;0,35030323;0,358978364
05.09.2018;0,251611054;0,357954674;0,343377287;0,349634653;0,353798843
06.09.2018;0,276612412;0,37279458;0,363058177;0,35402928;0,373955075
07.09.2018;0,307967198;0,383464422;0,378252168;0,360999331;0,390367531
08.09.2018;0,29081763;0,367340026;0,368343792;0,345589562;0,372469965
09.09.2018;0,276982607;0,361178937;0,359758246;0,333720033;0,36254151
10.09.2018;0,260697324;0,355570389;0,350154711;0,319918303;0,353858166
11.09.2018;0,243118894;0,348129683;0,332624774;0,302745813;0,344000431
12.09.2018;0,216829048;0,342191871;0,299595102;0,28110039;0,331245888
13.09.2018;0,200491671;0,336883193;0,300956556;0,279909625;0,319563911
14.09.2018;0,244652395;0,34112429;0,362090938;0,333800164;0,351597075
15.09.2018;0,286838795;0,365300048;0,37729061;0,350920522;0,376658161
16.09.2018;0,289004351;0,366856264;0,362060472;0,343399799;0,373735902
17.09.2018;0,276663823;0,361966056;0,351559018;0,338582285;0,365368104
18.09.2018;0,286178073;0,365519623;0,361931608;0,350374672;0,372351293
19.09.2018;0,312338998;0,374465466;0,370158506;0,365056638;0,382662549
20.09.2018;0,301249853;0,367093721;0,356950909;0,35388743;0,370682105
21.09.2018;0,294204071;0,363813501;0,352638039;0,348570738;0,363973235
22.09.2018;0,306563853;0,36814593;0,36402663;0,360336601;0,372268037
23.09.2018;0,321641861;0,386193816;0,387157415;0,381466024;0,393761117
24.09.2018;0,344580025;0,415409093;0,407308536;0,392395627;0,411360823
25.09.2018;0,318403998;0,38154404;0,365491207;0,365960474;0,377401946
26.09.2018;0,314359446;0,370738392;0,357024209;0,358802431;0,369978124
27.09.2018;0,303617318;0,365514501;0,347238307;0,352569309;0,362588257
28.09.2018;0,292763316;0,361502561;0,347443721;0,344968769;0,355947339
29.09.2018;0,290580221;0,360023096;0,344696078;0,341912929;0,353210036
30.09.2018;0,28078277;0,3533164;0,320217285;0,329008424;0,341030802
04.10.2018;0,322686592;0,371853535;0,384800377;0,378246977;0,374635069
05.10.2018;0,319296866;0,367246107;0,375860293;0,373729386;0,369703409
06.10.2018;0,314322899;0,363642679;0,369624222;0,36882238;0,364462086
07.10.2018;0,320235188;0,364667795;0,382511135;0,368776189;0,361970656
08.10.2018;0,317893505;0,360657407;0,366135949;0,363502426;0,359822035
