GW_GW_EXdt;SM1;SM2;SM3;SM4;SM5
24.10.2017;0,351526315;0,468044704;0,356179376;0,462097884;0,371609898
25.10.2017;0,347471745;0,443361963;0,348051474;0,443964848;0,360696959
26.10.2017;0,345780248;0,43441038;0,345095739;0,43325714;0,355280941
27.10.2017;0,36921032;0,495485146;0,372111613;0,473418528;0,389631201
28.10.2017;0,354125607;0,460490368;0,354588017;0,456484007;0,369437602
29.10.2017;0,370482091;0,494873546;0,376694054;0,487823265;0,398050108
30.10.2017;0,355598824;0,464249258;0,35400435;0,469203749;0,374091798
31.10.2017;0,3482787;0,440667035;0,345979713;0,450016558;0,35970705
01.11.2017;0,346686632;0,435872881;0,345748027;0,445347746;0,357059197
02.11.2017;0,346639689;0,43401378;0,345920324;0,442175225;0,356188536
03.11.2017;0,352348328;0,447267838;0,3560948;0,463603902;0,367253184
04.11.2017;0,354709702;0,439773151;0,347154491;0,456872095;0,362450262
05.11.2017;0,379384637;0,469218231;0,364245609;0,475453896;0,378553458
06.11.2017;0,380455514;0,485793207;0,363990155;0,487131188;0,377939674
07.11.2017;0,379657641;0,469765737;0,362326015;0,48692456;0,383077786
08.11.2017;0,375135972;0,463391128;0,357706988;0,475436421;0,374821391
09.11.2017;0,368458574;0,443629027;0,349697639;0,462002743;0,365874195
10.11.2017;0,370837514;0,429856999;0,352271134;0,464053738;0,36599975
11.11.2017;0,403733062;0,473669669;0,375559067;0,496028064;0,390669733
12.11.2017;0,420783951;0,500721669;0,386052719;0,509426194;0,4020211
13.11.2017;0,390123989;0,460213075;0,362048403;0,48780909;0,39107523
14.11.2017;0,382706705;0,453618208;0,356227041;0,478764427;0,381115875
15.11.2017;0,373563872;0,462806144;0,34876112;0,467032536;0,373565212
16.11.2017;0,369416042;0,461105223;0,345814041;0,461362211;0,367104547
17.11.2017;0,372200601;0,456779808;0,347277046;0,463629784;0,365486687
18.11.2017;0,379953406;0,462433081;0,35206102;0,473251235;0,369920216
19.11.2017;0,378910729;0,46884435;0,352572562;0,474620401;0,373266065
20.11.2017;0,375728276;0,461961041;0,349481907;0,46963512;0,369678203
21.11.2017;0,383002366;0,47711712;0,358124821;0,478148909;0,377131071
22.11.2017;0,383084977;0,470257489;0,347043475;0,46675023;0,372761049
23.11.2017;0,373593561;0,458364638;0,339666533;0,452792775;0,363524827
24.11.2017;0,376524882;0,45735673;0,34179027;0,457913147;0,365415589
25.11.2017;0,396590964;0,480650088;0,366046999;0,496048754;0,39173057
26.11.2017;0,39101007;0,481659256;0,35358377;0,482835055;0,383104373
27.11.2017;0,382608163;0,471328089;0,348951801;0,472306896;0,374625191
28.11.2017;0,375967897;0,465985149;0,346592281;0,46568079;0,3701354
29.11.2017;0,373275278;0,464838561;0,347690529;0,463589192;0,370332692
30.11.2017;0,378241064;0,467017343;0,34815574;0,467690159;0,371546404
01.12.2017;0,375498015;0,465332662;0,345688597;0,464244652;0,370241582
02.12.2017;0,372228054;0,459239316;0,343039561;0,459608784;0,365457783
03.12.2017;0,369600687;0,453178194;0,341956911;0,455891207;0,361476513
04.12.2017;0,368939176;0,452531293;0,342819171;0,455624332;0,361724029
05.12.2017;0,374304643;0,461558093;0,345776476;0,46129092;0,368336174
06.12.2017;0,372510107;0,45666283;0,342387326;0,458051794;0,363603173
07.12.2017;0,364665525;0,453167578;0,338891384;0,450046712;0,360118654
08.12.2017;0,36210853;0,457190131;0,341446922;0,450907788;0,363248406
09.12.2017;0,371666357;0,456833974;0,343202937;0,456622124;0,362550342
10.12.2017;0,378092565;0,460879583;0,345393413;0,467766746;0,368184545
11.12.2017;0,409501952;0,477125443;0,355312204;0,494243532;0,38189923
12.12.2017;0,405035402;0,497521799;0,361130459;0,494313135;0,385605548
13.12.2017;0,382028602;0,469855644;0,347292114;0,475629264;0,377739719
14.12.2017;0,365896108;0,46258598;0,346826228;0,464027055;0,374760175
15.12.2017;0,373863084;0,463777532;0,347602074;0,467719372;0,374886017
16.12.2017;0,370302735;0,461447321;0,345252765;0,462620483;0,372122093
17.12.2017;0,373116854;0,458042004;0,344403971;0,461381097;0,368614173
18.12.2017;0,376680402;0,459999323;0,345218797;0,463232951;0,369284622
19.12.2017;0,377550986;0,465555859;0,34640941;0,463747825;0,369641228
20.12.2017;0,381560467;0,470123439;0,346808111;0,465938615;0,368466976
21.12.2017;0,378139315;0,474586956;0,348229508;0,464620042;0,371609702
22.12.2017;0,379745341;0,480310203;0,353348009;0,467427088;0,373656704
23.12.2017;0,385670337;0,476134843;0,351577414;0,470945909;0,37229134
24.12.2017;0,382842231;0,468687307;0,347429944;0,468131732;0,369830698
25.12.2017;0,367278002;0,463080409;0,342173055;0,455741759;0,364673716
26.12.2017;0,356054499;0,456522672;0,338829515;0,440497363;0,357771145
27.12.2017;0,349875534;0,453470014;0,338060005;0,431789254;0,354235775
28.12.2017;0,355368732;0,451230783;0,341804255;0,441611322;0,35586282
29.12.2017;0,365168392;0,45057344;0,34397306;0,451740421;0,358715865
30.12.2017;0,365693039;0,458517026;0,345508536;0,452785853;0,364974926
31.12.2017;0,382341924;0,467601879;0,351185069;0,466968525;0,378566807
01.01.2018;0,385760852;0,473056519;0,350570041;0,464790771;0,374817588
02.01.2018;0,385985161;0,472028422;0,34960543;0,462105395;0,372854783
03.01.2018;0,403097174;0,49724025;0,358357894;0,474964885;0,385994435
04.01.2018;0,399200918;0,508517779;0,356958596;0,479396197;0,387222067
05.01.2018;0,397227864;0,502870026;0,354295891;0,482160006;0,389259543
06.01.2018;0,391581577;0,484085999;0,350843806;0,47757193;0,383495382
07.01.2018;0,384828746;0,471588803;0,349388008;0,47305806;0,37711454
08.01.2018;0,37946819;0,463724347;0,347495239;0,466857351;0,371791925
09.01.2018;0,380609297;0,462358912;0,346245897;0,464030567;0,369916629
10.01.2018;0,379524858;0,45989173;0,34639676;0,463149548;0,369305203
11.01.2018;0,362195634;0,458699043;0,341075781;0,450803287;0,368283046
12.01.2018;0,364232659;0,459340467;0,344960749;0,456177617;0,370041121
13.01.2018;0,374493572;0,45656856;0,3455681;0,4590329;0,365955692
14.01.2018;0,360915794;0,460331422;0,339891825;0,44431127;0,3626233
15.01.2018;0,347319383;0,454099261;0,334491651;0,426462423;0,356338343
16.01.2018;0,350245939;0,464183125;0,341135796;0,432705902;0,359410264
17.01.2018;0,382128492;0,484701601;0,358666755;0,477116307;0,381922292
18.01.2018;0,385607108;0,482045632;0,354757778;0,47620239;0,380991435
19.01.2018;0,386954842;0,490564969;0,35685016;0,479470512;0,379564515
20.01.2018;0,388863806;0,488604651;0,354784595;0,478310733;0,383760627
21.01.2018;0,383932331;0,488864691;0,355958095;0,475056863;0,37880339
22.01.2018;0,384735914;0,489270578;0,355936584;0,484098711;0,404035505
23.01.2018;0,384028683;0,489177508;0,355538442;0,485926036;0,402121021
24.01.2018;0,38059329;0,485732002;0,353811986;0,475353634;0,38454035
25.01.2018;0,381198511;0,485287591;0,353162805;0,47354786;0,381909388
26.01.2018;0,382050592;0,485324808;0,352612075;0,47288004;0,381056324
27.01.2018;0,383217944;0,483964213;0,351538243;0,472908041;0,381158753
28.01.2018;0,388949522;0,481188554;0,349740384;0,475786093;0,381057671
29.01.2018;0,392860804;0,476527121;0,351421465;0,477370335;0,379855784
30.01.2018;0,395906712;0,476166652;0,351281325;0,478393404;0,37956046
31.01.2018;0,398173905;0,475283919;0,352770949;0,480214722;0,381468405
01.02.2018;0,393376908;0,479586339;0,351833494;0,478816314;0,380351255
02.02.2018;0,394550836;0,483226911;0,348637148;0,479235016;0,38208934
03.02.2018;0,394804022;0,481970435;0,348579396;0,477492386;0,38029699
04.02.2018;0,390875484;0,478736663;0,349287064;0,473399684;0,377273458
05.02.2018;0,385883006;0,473323319;0,348437372;0,468347021;0,37286732
06.02.2018;0,378946518;0,468726941;0,346435131;0,462989101;0,369660177
07.02.2018;0,371558226;0,464720856;0,343897701;0,45685527;0,366722835
08.02.2018;0,369927103;0,461080089;0,343302179;0,454357556;0,364134885
09.02.2018;0,373252484;0,459970501;0,343951467;0,45504806;0,363699152
10.02.2018;0,37450227;0,460512405;0,343989199;0,454937025;0,363648072
11.02.2018;0,374288497;0,466933766;0,343756022;0,455497372;0,366944029
12.02.2018;0,377380726;0,471847771;0,342545026;0,457336684;0,368827739
13.02.2018;0,383496205;0,475065375;0,343714767;0,460977583;0,370766203
14.02.2018;0,38528173;0,476857573;0,342813921;0,462033528;0,37140693
15.02.2018;0,378037987;0,476731716;0,342414811;0,466794953;0,408591193
16.02.2018;0,402588448;0,492459391;0,348712088;0,49794647;0,47383858
17.02.2018;0,410262207;0,50433107;0,348172932;0,484996572;0,405301712
18.02.2018;0,407517405;0,500656514;0,34653861;0,482226622;0,397765899
19.02.2018;0,402101809;0,493334919;0,345998859;0,477534599;0,387794522
20.02.2018;0,399652961;0,490039184;0,346087963;0,475311007;0,384013565
21.02.2018;0,396643655;0,488110122;0,345613093;0,473855527;0,381918333
22.02.2018;0,392431171;0,485701438;0,345327988;0,472026986;0,380433651
23.02.2018;0,388634333;0,482998841;0,344882107;0,468872521;0,378490208
24.02.2018;0,386234734;0,481447117;0,344558996;0,46596267;0,377186231
25.02.2018;0,384580038;0,481339564;0,344606596;0,464216457;0,377175236
26.02.2018;0,382355127;0,479815701;0,343094674;0,461384287;0,376397237
27.02.2018;0,375493336;0,47652111;0,341840417;0,456737824;0,374216071
28.02.2018;0,36526341;0,472977548;0,339441188;0,449242318;0,371226791
01.03.2018;0,355425693;0,469750904;0,337588233;0,440600039;0,36917497
02.03.2018;0,350025543;0,466944085;0,336628505;0,433682152;0,366190762
03.03.2018;0,346157662;0,466960117;0,337724032;0,428908222;0,364413691
04.03.2018;0,352275379;0,463677493;0,33887508;0,432996474;0,363187488
05.03.2018;0,380918403;0,460765545;0,342575339;0,448697769;0,36875331
06.03.2018;0,403554786;0,469959908;0,34688921;0,473128814;0,390682936
07.03.2018;0,409607101;0,47771047;0,350199881;0,477783717;0,394868222
08.03.2018;0,414839933;0,479990521;0,353771324;0,478428133;0,3949521
09.03.2018;0,415228139;0,48628853;0,358933644;0,48022142;0,395860578
10.03.2018;0,419166988;0,504901194;0,360855241;0,486149673;0,403916142
11.03.2018;0,419040754;0,50517118;0,363158409;0,486254956;0,40336363
12.03.2018;0,415692934;0,512332388;0,368225082;0,488952304;0,413055554
13.03.2018;0,413296756;0,512881115;0,366595827;0,488839619;0,408713081
14.03.2018;0,416625899;0,51495889;0,375942064;0,494823476;0,408890471
15.03.2018;0,421557017;0,503187457;0,371915484;0,493842101;0,404016133
16.03.2018;0,43653955;0,519662616;0,375573725;0,499772997;0,409142757
17.03.2018;0,435587051;0,515980843;0,375592021;0,498363868;0,408987988
18.03.2018;0,415610859;0,506787372;0,361048083;0,487600534;0,400621201
19.03.2018;0,406102104;0,485680701;0,358642382;0,47826925;0,387550616
20.03.2018;0,398605455;0,477621294;0,358058232;0,474662865;0,383565796
21.03.2018;0,392045415;0,470920918;0,356248334;0,470862715;0,380352428
22.03.2018;0,383745384;0,467375606;0,351700602;0,465085078;0,377431037
23.03.2018;0,382745374;0,468550924;0,348903145;0,462225692;0,376255975
24.03.2018;0,398872497;0,470585778;0,358742613;0,466067068;0,376157912
25.03.2018;0,419005234;0,488339659;0,369140033;0,485950694;0,391612645
26.03.2018;0,415190705;0,49697825;0,361415608;0,487506909;0,39556002
27.03.2018;0,426757376;0,502487942;0,367322932;0,490214039;0,397238147
28.03.2018;0,443657701;0,52414811;0,377388641;0,496670976;0,406676663
29.03.2018;0,469629106;0,53581014;0,379953542;0,504069241;0,412732685
30.03.2018;0,474147214;0,525981315;0,374118254;0,500118845;0,412957618
31.03.2018;0,471234144;0,534212655;0,379806411;0,499106402;0,406913498
01.04.2018;0,463643712;0,526399649;0,370442793;0,494642708;0,406429207
02.04.2018;0,492866991;0,534911765;0,377346285;0,505392533;0,426810467
03.04.2018;0,480980366;0,534746491;0,405755947;0,532319067;0,481832745
04.04.2018;0,415660231;0,487485427;0,360258807;0,477202882;0,398309734
05.04.2018;0,397931962;0,478751322;0,354858311;0,46377407;0,384716228
06.04.2018;0,404311414;0,47914906;0,355214473;0,467645023;0,387822848
07.04.2018;0,381876162;0,46624022;0,348226527;0,446301435;0,377564123
08.04.2018;0,362145119;0,459323899;0,343611509;0,425027162;0,370767042
09.04.2018;0,349403721;0,452405073;0,339019327;0,406270559;0,364388905
10.04.2018;0,346249225;0,447187632;0,335342394;0,391208198;0,359874022
11.04.2018;0,34265433;0,440967441;0,325946189;0,368566465;0,354688197
12.04.2018;0,336466611;0,433582648;0,314876561;0,349670193;0,349867552
13.04.2018;0,326407791;0,426297021;0,305485782;0,334310115;0,345681066
14.04.2018;0,307037588;0,418303551;0,291018195;0,316267634;0,340986221
15.04.2018;0,282557941;0,408971246;0,276267474;0,297439021;0,337069548
16.04.2018;0,333698853;0,425001062;0,339442993;0,414761088;0,364858023
17.04.2018;0,34982203;0,431298819;0,344672807;0,414046386;0,372657636
18.04.2018;0,342826671;0,420557438;0,330597296;0,375296967;0,359359096
19.04.2018;0,321114345;0,4065193;0,302707989;0,333610937;0,34861582
20.04.2018;0,272568228;0,387289674;0,270074924;0,290339373;0,337503246
21.04.2018;0,229031582;0,364415509;0,246863722;0,251159046;0,326247839
22.04.2018;0,20564724;0,339311736;0,231240031;0,220622706;0,314055086
23.04.2018;0,19295242;0,313981897;0,219758545;0,19805168;0,301755985
24.04.2018;0,19510879;0,295106249;0,248788047;0,192165306;0,296263569
25.04.2018;0,185839606;0,270305846;0,224159922;0,182019742;0,278102832
26.04.2018;0,206271273;0,264087829;0,298089514;0,200199216;0,275495309
27.04.2018;0,210279933;0,25424648;0,273507866;0,200740662;0,261961094
28.04.2018;0,190367453;0,243050604;0,232392648;0,182889692;0,249924672
29.04.2018;0,178915651;0,231514308;0,211769421;0,171132224;0,234682753
30.04.2018;0,171391589;0,223914332;0,202102082;0,164278947;0,222809669
01.05.2018;0,165957384;0,219198277;0,195628271;0,159072138;0,214585068
02.05.2018;0,165359222;0,217027133;0,194916982;0,15954889;0,210549916
03.05.2018;0,163119413;0,215013338;0,200863602;0,15888756;0,207317409
04.05.2018;0,170142795;0,218302462;0,267768806;0,182192409;0,209143958
05.05.2018;0,172705204;0,214671203;0,236880133;0,175209129;0,205607048
06.05.2018;0,169526637;0,211255556;0,210090621;0,165788225;0,202479542
07.05.2018;0,161493574;0,206070414;0,190598851;0,15687148;0,196037884
08.05.2018;0,155139392;0,201519143;0,182214243;0,151969767;0,192201357
09.05.2018;0,149157989;0,198453374;0,209373162;0,148378262;0,188701714
10.05.2018;0,154610566;0,197239475;0,268144642;0,156971354;0,188417431
11.05.2018;0,163576566;0,195690905;0,254598914;0,168500833;0,185627854
12.05.2018;0,159924786;0,196345803;0,219355782;0,160623991;0,187079363
13.05.2018;0,157568461;0,195523696;0,218558849;0,154995566;0,18653633
14.05.2018;0,167903141;0,206472885;0,238368815;0,174105275;0,208262618
15.05.2018;0,306977958;0,330970537;0,322624382;0,278313509;0,32689398
16.05.2018;0,34016955;0,353553364;0,333503776;0,297064832;0,338982289
17.05.2018;0,342182443;0,361790888;0,331453489;0,301687323;0,340610788
18.05.2018;0,34164899;0,358487522;0,326506808;0,300211049;0,337886084
19.05.2018;0,344645816;0,38410931;0,336013843;0,321057485;0,347338014
20.05.2018;0,344548507;0,377059411;0,333650205;0,318639835;0,340692198
21.05.2018;0,343226518;0,366618841;0,323585982;0,308186498;0,334179718
22.05.2018;0,342353072;0,382698413;0,320697933;0,314099188;0,336213511
23.05.2018;0,347365361;0,397128469;0,335508273;0,336907434;0,347099135
24.05.2018;0,347214308;0,387504328;0,337839454;0,33632307;0,343758687
25.05.2018;0,34211168;0,367668362;0,31379402;0,312047625;0,328693819
26.05.2018;0,312822803;0,349327579;0,27506876;0,28016039;0,314781922
27.05.2018;0,272000876;0,330685134;0,240400237;0,247753033;0,301804174
28.05.2018;0,238636474;0,308773395;0,224038808;0,22320014;0,290686408
29.05.2018;0,208362762;0,280796739;0,212806511;0,201730595;0,277146656
30.05.2018;0,203309666;0,261923836;0,281962025;0,231395342;0,267743179
31.05.2018;0,242913875;0,283561095;0,302504451;0,270854546;0,278893867
01.06.2018;0,342445433;0,352631069;0,315239212;0,302683149;0,324910466
02.06.2018;0,324427715;0,327714963;0,28291233;0,266852868;0,309788628
03.06.2018;0,275205581;0,29478593;0,248829098;0,228534751;0,291652696
04.06.2018;0,223128368;0,258148275;0,215745095;0,199304587;0,271608602
05.06.2018;0,20116374;0,237327424;0,207437196;0,186076847;0,254411994
06.06.2018;0,245708059;0,223727933;0,257141158;0,20319307;0,243433724
07.06.2018;0,337064149;0,221128168;0,314302352;0,258631697;0,239939058
08.06.2018;0,330091618;0,220767492;0,299881619;0,256387813;0,236559632
09.06.2018;0,314150762;0,228032587;0,295406119;0,244414491;0,233003738
10.06.2018;0,34730336;0,293947026;0,326283023;0,306221719;0,236639758
11.06.2018;0,341271036;0,289534976;0,298910998;0,297384584;0,244531019
12.06.2018;0,336371217;0,319223011;0,305373878;0,315367087;0,285144643
13.06.2018;0,352064741;0,395756446;0,352844869;0,383108754;0,347901214
14.06.2018;0,349749957;0,37364821;0,339651756;0,361400308;0,342232566
15.06.2018;0,350439511;0,35834831;0,330039154;0,342113618;0,331838604
16.06.2018;0,347198649;0,352477957;0,308282172;0,306029689;0,319796388
17.06.2018;0,33816507;0,351174578;0,303709679;0,289117311;0,312758391
18.06.2018;0,352888113;0,391183849;0,344758357;0,370126874;0,349735713
19.06.2018;0,351515692;0,368150689;0,332568082;0,343404673;0,338679804
20.06.2018;0,345820931;0,360806011;0,308673153;0,304271502;0,328381628
21.06.2018;0,324579035;0,358141727;0,288633851;0,271134361;0,319604391
22.06.2018;0,353222876;0,398933918;0,342603346;0,367991636;0,353775134
23.06.2018;0,350917372;0,372617075;0,327983477;0,346151743;0,338253774
24.06.2018;0,348281771;0,362717231;0,305145638;0,311092036;0,329685164
25.06.2018;0,350032953;0,365944862;0,336702377;0,347443782;0,337752131
26.06.2018;0,350354313;0,359102789;0,333368209;0,342585067;0,335512669
27.06.2018;0,350298649;0,356171195;0,335146539;0,349059364;0,330937666
28.06.2018;0,363361066;0,395069132;0,363691259;0,410958211;0,352262504
29.06.2018;0,35658995;0,40323126;0,352055119;0,403016205;0,360542923
30.06.2018;0,353040417;0,378199387;0,331488267;0,36766862;0,345372712
01.07.2018;0,345114248;0,363100064;0,29612731;0,318029385;0,331538437
02.07.2018;0,314347426;0,343957439;0,260755394;0,261582775;0,314622916
03.07.2018;0,279845848;0,325812577;0,241354749;0,227922916;0,300523376
04.07.2018;0,264889009;0,314237634;0,244171222;0,2171232;0,29186481
05.07.2018;0,267245165;0,30754427;0,271967564;0,221026044;0,285293056
06.07.2018;0,348507466;0,381796397;0,356376341;0,381504526;0,33545818
07.07.2018;0,354845031;0,401654535;0,345849264;0,374600086;0,361038129
08.07.2018;0,351382427;0,374297843;0,329463484;0,346286088;0,346784532
09.07.2018;0,346528168;0,35728795;0,298068572;0,316092435;0,332801329
10.07.2018;0,326162816;0,340237952;0,268474758;0,265823304;0,317869704
11.07.2018;0,348654648;0,336923206;0,342650132;0,360939859;0,325374531
12.07.2018;0,347140711;0,326228724;0,309170894;0,324222767;0,320251019
13.07.2018;0,326516453;0,309409878;0,270813644;0,270651612;0,304133646
14.07.2018;0,292011473;0,289479318;0,244836628;0,22823451;0,282686078
15.07.2018;0,332950818;0,300350588;0,317722403;0,321177957;0,304132063
16.07.2018;0,352814919;0,312067768;0,335815061;0,356429064;0,322207242
17.07.2018;0,347521073;0,300547171;0,306391346;0,312729473;0,30753678
18.07.2018;0,334602142;0,287565476;0,297527129;0,267272028;0,292762356
19.07.2018;0,290516383;0,264354663;0,251097747;0,220535139;0,268560917
20.07.2018;0,245765817;0,245428099;0,22573827;0,193462258;0,248005176
21.07.2018;0,251852883;0,2424917;0,298179498;0,207975717;0,244414096
22.07.2018;0,351310944;0,240228786;0,345093619;0,336852884;0,247437828
23.07.2018;0,35795073;0,361476322;0,351276193;0,378556021;0,345008634
24.07.2018;0,348126096;0,343087976;0,314816918;0,322410027;0,331979668
25.07.2018;0,317523253;0,316607256;0,284466942;0,26592709;0,31104152
26.07.2018;0,284405721;0,302685853;0,301847915;0,257414853;0,298655249
27.07.2018;0,2460575;0,270562404;0,248361597;0,215253535;0,273827706
28.07.2018;0,218598913;0,247956629;0,224637471;0,19081919;0,251502938
29.07.2018;0,205926334;0,235941536;0,253804995;0,182258553;0,238795312
30.07.2018;0,19324689;0,22110603;0,218570016;0,173919945;0,223193042
31.07.2018;0,181217518;0,208293344;0,203458033;0,166509719;0,211107664
01.08.2018;0,172454751;0,198461109;0,195341198;0,160723464;0,202459181
02.08.2018;0,16562248;0,197698566;0,204679541;0,16009598;0,200433528
03.08.2018;0,15842137;0,21263748;0,247006316;0,167151392;0,204128688
04.08.2018;0,162324599;0,204112928;0,215054968;0,161679868;0,197996152
05.08.2018;0,163273995;0,1967686;0,202336596;0,158538282;0,195289228
06.08.2018;0,162671371;0,191196397;0,19656169;0,156245206;0,193237806
07.08.2018;0,158834803;0,185951738;0,190656193;0,15286786;0,190574991
08.08.2018;0,1578203;0,182931361;0,202450085;0,160636118;0,193511912
09.08.2018;0,163693011;0,179995717;0,260880503;0,178466205;0,207863721
10.08.2018;0,202702186;0,235931184;0,319219806;0,263769206;0,276005959
11.08.2018;0,223408211;0,2590792;0,298114149;0,250095511;0,293940203
12.08.2018;0,223684485;0,25572073;0,278707513;0,23918675;0,281775985
13.08.2018;0,230946913;0,269141542;0,284955885;0,241429713;0,282849429
14.08.2018;0,280778107;0,303006851;0,324793068;0,298906833;0,317847067
15.08.2018;0,287018344;0,292851737;0,30913922;0,288340525;0,313742092
16.08.2018;0,270765168;0,28072066;0,286098875;0,26482049;0,298727905
17.08.2018;0,252648894;0,270475398;0,266643705;0,236905885;0,287289786
18.08.2018;0,236505088;0,261272403;0,250709579;0,214510019;0,273141353
19.08.2018;0,221149028;0,252825054;0,236325832;0,201541527;0,258683796
20.08.2018;0,208150981;0,244581591;0,225295239;0,189338816;0,243987229
21.08.2018;0,196487945;0,236337807;0,215761352;0,178106377;0,229341683
22.08.2018;0,186766942;0,227391211;0,207538724;0,170264702;0,217876606
23.08.2018;0,183526093;0,254434713;0,236325405;0,18451693;0,239566749
24.08.2018;0,211283748;0,311746884;0,308749475;0,260002563;0,322095863
25.08.2018;0,244812856;0,32311206;0,327200888;0,296381096;0,332931982
26.08.2018;0,294893575;0,329931809;0,324902537;0,303361205;0,337186779
27.08.2018;0,291787663;0,30590901;0,309448153;0,297490266;0,323108111
28.08.2018;0,278889241;0,296081919;0,290822724;0,27230344;0,313666174
29.08.2018;0,276464023;0,306188122;0,284664593;0,265605664;0,314660982
30.08.2018;0,336052066;0,361084713;0,339913622;0,351526984;0,35098075
31.08.2018;0,343875881;0,36829169;0,348276194;0,364187478;0,353636174
01.09.2018;0,346321147;0,376819367;0,354360975;0,37243784;0,359431624
02.09.2018;0,342725787;0,343746666;0,340502159;0,340319613;0,34457665
03.09.2018;0,341218504;0,336068713;0,335810236;0,331014221;0,338597238
04.09.2018;0,33939648;0,326339835;0,331670341;0,313905626;0,329658995
05.09.2018;0,331714792;0,319392618;0,319005111;0,289903615;0,321844575
06.09.2018;0,328727193;0,344396541;0,328040625;0,30843085;0,335339209
07.09.2018;0,349133892;0,380457501;0,350759583;0,357585925;0,358613544
08.09.2018;0,347090972;0,348591141;0,337549114;0,328424475;0,342416393
09.09.2018;0,343235103;0,335577781;0,324320786;0,30508398;0,33075865
10.09.2018;0,334181931;0,327408698;0,307373623;0,28101906;0,323479017
11.09.2018;0,313055162;0,317158429;0,285785135;0,251541336;0,314364822
12.09.2018;0,27943891;0,303718832;0,260285246;0,222064892;0,30304409
13.09.2018;0,274631715;0,297434706;0,270406143;0,222598981;0,29624092
14.09.2018;0,3472529;0,299184596;0,34326219;0,324250463;0,318708192
15.09.2018;0,349808145;0,350046024;0,351298704;0,354398332;0,356040165
16.09.2018;0,349787677;0,340079604;0,341680711;0,328386527;0,341402848
17.09.2018;0,346373814;0,328169534;0,332284301;0,303749286;0,331166565
18.09.2018;0,343813365;0,332282208;0,337630097;0,314421829;0,335034044
19.09.2018;0,350088498;0,346774388;0,345407267;0,337329893;0,346660367
20.09.2018;0,346460557;0,334273839;0,330683356;0,307940759;0,333580603
21.09.2018;0,339749786;0,327912549;0,323317653;0,290658719;0,329081048
22.09.2018;0,345879915;0,334765298;0,356360256;0,338502601;0,333701523
23.09.2018;0,351097376;0,344943484;0,355525873;0,360495076;0,352336476
26.09.2018;0,348147781;0,348165562;0,343344567;0,341914926;0,35285196
27.09.2018;0,345106024;0,333140537;0,33005489;0,315588786;0,342179737
28.09.2018;0,339757324;0,32492059;0,315836401;0,297328067;0,333757959
30.09.2018;0,302537886;0,3072998;0,291298324;0,248854646;0,320129463
05.10.2018;0,338990472;0,333265869;0,330715905;0,317532153;0,341295999
06.10.2018;0,343617782;0,330909411;0,328657286;0,313788788;0,339546661
